"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A GDPR-Compliant Framework for IoT-Based Personal Health Records Using Blockchain","B. Alamri; I. T. Javed; T. Margaria","CSIS and Lero, University of Limerick, Limerick, Ireland; CSIS and Lero, University of Limerick, Limerick, Ireland; CSIS, HRI and Lero, University of Limerick, Limerick, Ireland","2021 11th IFIP International Conference on New Technologies, Mobility and Security (NTMS)","18 May 2021","2021","","","1","5","An up-to-date personal health record (PHR) system is crucial for people's health. Achieving a reliable PHR system in the e-Health and m-Health era is still a challenge concerning data integration from different EHRs, data interoperability, and enforcing that access to data is fully under the patient's control. We address these challenges by proposing an electronic health wallet (EHW) system that uses emergent decentralized technologies like blockchain and IPFS and adopts health data interoperability standards and technologies like FHIR's APIs. The EHW stands on a GDPR-compliant framework for IoT-based PHR systems that ensures both data privacy and interoperability. The proposed conceptual framework and system architecture provide a comprehensive solution for a patient-centered IoT-based PHR system that preserves data privacy and satisfies the data interoperability needs. By encouraging patients to share their data in a controlled way, also enables health big data analytics by utilizing the IoT data in a privacy-preserving fashion.","2157-4960","978-1-6654-4399-9","10.1109/NTMS49979.2021.9432661","Science Foundation Ireland; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9432661","EHR;PHR;IoT;data privacy;GDPR;data interoperability;blockchain;access control;big health data;MDD;eXtreme MDD;low-code application development environments;DIME","Data privacy;Systems architecture;Data integration;Blockchain;Big Data;Security;Reliability","","31","","24","IEEE","18 May 2021","","","IEEE","IEEE Conferences"
"Interconnected Personal Health Record Ecosystem Using IoT Cloud Platform and HL7 FHIR","J. Hong; P. Morris; J. Seo","DS Software R&D Center, Samsung Electronics Co. Ltd, Yongin, Republic of Korea; DS Software R&D Center, Samsung Electronics Co. Ltd, Yongin, Republic of Korea; DS Software R&D Center, Samsung Electronics Co. Ltd, Yongin, Republic of Korea",2017 IEEE International Conference on Healthcare Informatics (ICHI),"14 Sep 2017","2017","","","362","367","Personal health record (PHR) systems have yet to reach mass adoption despite years of varied implementations. In this paper, we examine the limitations of current PHRs and propose an interconnected PHR system built in adherence with healthcare data communication standards and an IoT Cloud platform. The new ecosystem includes: an interoperable hospital information system to store electronic medical records (EMRs) and transfer them to a PHR system via email; a public cloud that supports encrypted data sharing for big data analysis services; a PHR gateway repository based on an IoT module which communicates with hospitals and public clouds; and a mobile application to manage and view PHR. This system can store and share raw EMR and life log data based on the healthcare communication standard ""HL7 FHIR"". To validate the usability of the interconnected PHR system, a clinical trial is underway to develop an obesity management model from individuals' hospital-provided genomic data, on the one hand, and diet and exercise logs gathered by the mobile application, on the other. We demonstrate how the proposed IoT Cloud based PHR ecosystem is interoperable and practical for promoting healthcare big data analysis services.","","978-1-5090-4881-6","10.1109/ICHI.2017.82","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8031175","PHR;healthcare;IoT;cloud;ARTIK;HL7;FHIR","Cloud computing;Hospitals;Mobile applications;Biomedical imaging;Ecosystems;Information systems","","27","","23","IEEE","14 Sep 2017","","","IEEE","IEEE Conferences"
"Personalized wearable systems for real-time ECG classification and healthcare interoperability: Real-time ECG classification and FHIR interoperability","A. Walinjkar; J. Woods","Department of Computer Science and Electronics Engineering, University of Essex, Colchester, Essex; Department of Computer Science and Electronics Engineering, University of Essex, Colchester, Essex",2017 Internet Technologies and Applications (ITA),"9 Nov 2017","2017","","","9","14","Continuous monitoring of an individual's health using wearable biomedical devices is becoming a norm these days with a large number of wearable kits becoming easily available. Modern wearable health monitoring devices have become easily available in the consumer market, however, real-time analyses and prediction along with alerts and alarms about a health hazard are not adequately addressed in such devices. Taking ECG monitoring as a case study the research paper focusses on signal processing, arrhythmia detection and classification and at the same time focusses on updating the electronic health records database in realtime such that the concerned medical practitioners become aware of an emergent situation the patient being monitored might face. Also, heart rate variability (HRV) analysis is usually considered as a basis for arrhythmia classification which largely depends on the morphology of the ECG waveforms and the sensitivity of the biopotential measurements of the ECG kits, so it may not yield accurate results. Initially, the ECG readings from the 3-Lead ECG analog front-end were de-noised, zero-offset corrected, filtered using recursive least square adaptive filter and smoothed using Savitzky-Golay filter and subsequently passed to the data analysis component with a unique feature extraction method to increase the accuracy of classification. The machine learning models trained on MITDB arrhythmia database (MIT-BIH Physionet) showed more than 97% accuracy using kNN classifiers. Neuralnet fitting models showed mean-squared error of as low as 0.0085 and regression value as high as 0.99. ECG abnormalities based on annotations in MITDB could be classified and these ECG observations could be logged to a server implementation based on FHIR standards. The instruments were networked using IoT (Internet of Things) devices and ECG event observations were coded according to SNOMED coding system and could be accessed in Electronic Health Record by the concerned medic to take appropriate and timely decisions. The system emphasizes on `preventive care rather than remedial cure' as the next generation personalized health-care monitoring devices become available.","","978-1-5090-4815-1","10.1109/ITECHA.2017.8101902","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8101902","Arrhythmia classification;Wearable IoT;Healthcare monitoring;ECG signal processing;Arrhythmia detection;Arrhythmia Neural-Net;MITDB Physionet;GP Connect;HL7;ECG FHIR;SNOMED-CT FHIR;HAPI FHIR","Electrocardiography;Monitoring;Biomedical monitoring;Databases;Adaptive filters;Real-time systems","","26","","34","IEEE","9 Nov 2017","","","IEEE","IEEE Conferences"
"ECG classification and prognostic approach towards personalized healthcare","A. Walinjkar; J. Woods","Department of Computer Science and Electronics Engineering, University of Essex, Colchester, Essex; Department of Computer Science and Electronics Engineering, University of Essex, Colchester, Essex","2017 International Conference On Social Media, Wearable And Web Analytics (Social Media)","9 Oct 2017","2017","","","1","8","A very important aspect of personalized healthcare is to continuously monitor an individual's health using wearable biomedical devices and essentially to analyse and if possible to predict potential health hazards that may prove fatal if not treated in time. The prediction aspect embedded in the system helps in avoiding delays in providing timely medical treatment, even before an individual reaches a critical condition. Despite of the availability of modern wearable health monitoring devices, the real-time analyses and prediction component seems to be missing with these devices. The research work illustrated in this paper, at an outset, focussed on constantly monitoring an individual's ECG readings using a wearable 3-lead ECG kit and more importantly focussed on performing real-time analyses to detect arrhythmia to be able to identify and predict heart risk. Also, current research shows extensive use of heart rate variability (HRV) analysis and machine learning for arrhythmia classification, which however depends on the morphology of the ECG waveforms and the sensitivity of the ECG equipment. Since a wearable 3-lead ECG kit was used, the accuracy of classification had to be dealt with at the machine learning phase, so a unique feature extraction method was developed to increase the accuracy of classification. As a case study a very widely used Arrhythmia database (MIT-BIH, Physionet) was used to develop learning, classification and prediction models. Neuralnet fitting models on the extracted features showed mean-squared error of as low as 0.0085 and regression value as high as 0.99. Current experiments show 99.4% accuracy using k-NN Classification models and show values of Cross-Entropy Error of 7.6 and misclassification error value of 1.2 on test data using scaled conjugate gradient pattern matching algorithms. Software components were developed for wearable devices that took ECG readings from a 3-Lead ECG data acquisition kit in real time, de-noised, filtered and relayed the sample readings to the tele health analytical server. The analytical server performed the classification and prediction tasks based on the trained classification models and could raise appropriate alarms if ECG abnormalities of V (Premature Ventricular Contraction: PVC), A (Atrial Premature Beat: APB), L (Left bundle branch block beat), R (Right bundle branch block beat) type annotations in MITDB were detected. The instruments were networked using IoT (Internet of Things) devices and abnormal ECG events related to arrhythmia, from analytical server could be logged using an FHIR web service implementation, according to a SNOMED coding system and could be accessed in Electronic Health Record by the concerned medic to take appropriate and timely decisions. The system focused on `preventive care rather than remedial cure' which has become a major focus of all the health care and cure institutions across the globe.","","978-1-5090-5057-4","10.1109/SOCIALMEDIA.2017.8057360","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8057360","ECG classification;Wearable IoT;preventive health-care;real-time ECG;arrhythmia detection;arrhythmia Neural-Net;MITDB;Physionet;GP Connect;HL7;FHIR","Electrocardiography;Heart;Real-time systems;Databases;Biomedical monitoring;Monitoring;Feature extraction","","16","","53","IEEE","9 Oct 2017","","","IEEE","IEEE Conferences"
"An Architectural Design for Self-Reporting E-Health Systems","S. K. Mukhiya; F. Rabbi; K. I. Pun; Y. Lamo","Western Norway University of Applied Sciences, Norway; Western Norway University of Applied Sciences, Norway; Western Norway University of Applied Sciences, Norway; Western Norway University of Applied Sciences, Norway",2019 IEEE/ACM 1st International Workshop on Software Engineering for Healthcare (SEH),"5 Sep 2019","2019","","","1","8","Worldwide, public healthcare is challenged to deliver consistent and cost-efficient services. The cost of healthcare is increasing primarily due to growing populations and more expensive treatment. Health facilities in many countries are reaching their full operational capacity, and their resources %of these hospitals are less than what is required to deliver the expected quality of care. Under these circumstances, ICT has a major role to play in mitigating the growing need for hospital care. In this paper, we present a cloud-based interoperable architecture built on the top of Service-Oriented Architecture (SOA) for Internet-based treatment where patients can directly interact with underlying healthcare systems such as Electronic Health Records (EHRs). Based on this architecture, we also present a prototype for screening and monitoring of mental and neurological health morbidities. The proposed solution is based on the healthcare interoperability standard, HL7 FHIR, that enables healthcare providers to assess and monitor patients condition in a secure environment.","","978-1-7281-2251-9","10.1109/SEH.2019.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8823897","service-oriented architecture, healthcare, self-screening, HL7 FHIR, SMART on FHIR, Internet-based Treatments","Medical services;Monitoring;Service-oriented architecture;Servers;Authorization;Standards;Interoperability","","12","","45","IEEE","5 Sep 2019","","","IEEE","IEEE Conferences"
"CyPhyS+: A Reliable and Managed Cyber-Physical System for Old-Age Home Healthcare over a 6LoWPAN Using Wearable Motes","H. Dagale; S. V. R. Anand; M. Hegde; N. Purohit; M. K. Supreeth; G. S. Gill; V. Ramya; A. Shastry; S. Narasimman; Y. S. Lohith; P. Surya","Department of Electronic Systems Engineering, Indian Institute of Science; Department of Electrical Communication Engineering, Indian Institute of Science; Department of Electrical Communication Engineering, Indian Institute of Science; Department of Electronic Systems Engineering, Indian Institute of Science; Indian Institute of Science, Bangalore, Karnataka, IN; Department of Electronic Systems Engineering, Indian Institute of Science; Indian Institute of Science, Bangalore, Karnataka, IN; Department of Electronic Systems Engineering, Indian Institute of Science; Department of Electrical Communication Engineering, Indian Institute of Science; Indian Institute of Science, Bangalore, Karnataka, IN; Indian Institute of Science, Bangalore, Karnataka, IN",2015 IEEE International Conference on Services Computing,"20 Aug 2015","2015","","","309","316","We present design and implementation of CyPhyS+, a comprehensive, low-cost and standard complaint Cyber Physical System for remote health monitoring of elderly staying in old age homes. It is an end-to-end 6LoWPAN based healthcare system, which provides reliable and secured medical data acquisition, on the fly medical data analytics and visualization in real-time. It is designed for low power operations and resource constraint environment. The paper describes system architecture, design and implementation details of software and hardware sub-systems. As part of the system we developed power efficient Bluetooth-6LoWPAN mote, Health Mote. The paper describes novel energy efficient end-to-end multi-stage message reliability scheme. The experimental results prsented show the efficacy of the approach. For ensuring robust operational network, CyPhyS+ employs a low power and application aware SNMP based network monitoring for 6LoWPAN multihop network. In addition, CyPhyS+ incorporates a 128-bit AES, CBC-MAC based encryption and authentication mechanism. Other notable features of CyPhyS+ include its compliance with open FHIR/HL7 medical standards, support for Restful architecture based web services, and medical data analytics of ECG. We report on the extensive field trials that have been carried out across various parts of the city.","","978-1-4673-7281-7","10.1109/SCC.2015.50","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7207368","Cyber-Physical System;Healthcare;6LoWPAN;Wearable Mote;FHIR;HL7;ECG;IoT","Internet;Monitoring;Reliability;Medical services;Biomedical monitoring;Bluetooth;Loss measurement","","10","","11","IEEE","20 Aug 2015","","","IEEE","IEEE Conferences"
"UHF RFID and NFC Point-of-Care—Architecture, Security, and Implementation","G. M. Bianco; E. Raso; L. Fiore; V. Mazzaracchio; L. Bracciale; F. Arduini; P. Loreti; G. Marrocco; C. Occhiuzzi","Department of Civil Engineering and Computer Science Engineering, Pervasive Electromagnetics Laboratory, University of Rome “Tor Vergata”, Rome, Italy; Department of Electronic Engineering, University of Rome “Tor Vergata”, Rome, Italy; Department of Chemical Science and Technologies, NanoBioSensing Laboratory, University of Rome “Tor Vergata”, Rome, Italy; Department of Chemical Science and Technologies, NanoBioSensing Laboratory, University of Rome “Tor Vergata”, Rome, Italy; Department of Electronic Engineering, University of Rome “Tor Vergata”, Rome, Italy; Department of Chemical Science and Technologies, NanoBioSensing Laboratory, University of Rome “Tor Vergata”, Rome, Italy; Department of Electronic Engineering, University of Rome “Tor Vergata”, Rome, Italy; Department of Civil Engineering and Computer Science Engineering, Pervasive Electromagnetics Laboratory, University of Rome “Tor Vergata”, Rome, Italy; Department of Civil Engineering and Computer Science Engineering, Pervasive Electromagnetics Laboratory, University of Rome “Tor Vergata”, Rome, Italy",IEEE Journal of Radio Frequency Identification,"20 Jul 2023","2023","7","","301","309","Points-of-care (PoCs) augment healthcare systems by performing care whenever needed and are becoming increasingly crucial for the well-being of the worldwide population. Personalized medicine, chronic illness management, and cost reduction can be achieved thanks to the widespread adoption of PoCs. Significant incentives for PoCs deployment are nowadays given by wearable devices and, in particular, by RFID (RadioFrequency IDentification) and NFC (Near Field Communication), which are rising among the technological cornerstones of the healthcare Internet of Things (H-IoT). To fully exploit recent technological advancements, this paper proposes a system architecture for RFID- and NFC-based PoCs. The architecture comprises in a unitary framework both interfaces to benefit from their complementary features, and gathered data are shared with medical experts through secure and user-friendly interfaces that implement the Fast Health Interoperability Resource (FHIR) emerging healthcare standard. The selection of the optimal UHF and NFC components is discussed concerning the employable sensing techniques. The secure transmission of sensitive medical data is addressed by developing a user-friendly “PoC App” that is the first Web app exploiting attribute-based encryption (ABE). An application example of the system for monitoring the pH and cortisol levels in sweat is implemented and preliminarily tested by a healthy volunteer.","2469-7281","","10.1109/JRFID.2023.3268422","Regione Lazio, Project E-CROME (biosEnsori su Carta wiReless per la telemedicina in Oncologia e la misura di eMocromo ed Elettroliti; Development of NFC Interface Sensors for the Measurement of Biomarkers in Blood)(grant numbers:E85F21001040002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10106459","Cybersecurity;electrochemical sensors;fast health interoperability resources;healthcare Internet of Things systems;Near Field Communication;radiofrequency identification","Medical services;Sensors;Radiofrequency identification;Monitoring;Temperature sensors;Near field communication;Chemicals;Computer security;Electrochemical devices;Internet of Medical Things","","8","","78","IEEE","21 Apr 2023","","","IEEE","IEEE Journals"
"A Unified Deep Learning Diagnostic Architecture for Big Data Healthcare Analytics","S. Shafqat; Z. Anwar; Q. Javaid; H. F. Ahmad","Department of Basic and Applied Sciences, International Islamic University (IIUI), Islamabad, Pakistan; Department of Computer Science and Sheila and Robert, Challey Institute for Global Innovation and Growth, North Dakota State University (NDSU), Fargo, ND, USA; Department of Basic and Applied Sciences, International Islamic University (IIUI), Islamabad, Pakistan; Computer Science Department, College of Computer Sciences and Information Technology (CCSIT), King Faisal University, Al-Ahsa, Kingdom of Saudi Arabia",2023 IEEE 15th International Symposium on Autonomous Decentralized System (ISADS),"7 Apr 2023","2023","","","1","8","Healthcare automation is evolving rapidly as can been seen in the recent popularity of e-health or digital health systems. The massive amount of health related data produced by these systems has given rise to the field of health informatics. The World Health organization (WHO) decomposes SMARThealth as Standards-based, Machine-readable, Adaptive, Requirementsbased, and Testable, and provides guidelines for digital health. Heterogeneous and big health data health that flows into the cloud requires considerations for uniformity of structure to allow for interoperability and generalizability for universal use and analysis. This research proposes a deep-learning architecture for disease diagnosis that considers Diabetes Mellitus (DM) as a case study. Three corpuses containing DM patient data are considered which are prepared and processed using extensive data warehousing techniques and labeled with ICD-10-CM diagnostic codes. Extraction of desired health data is through a unified data model for healthcare that is in compliance with HL7 FHIR v4.0 schema. Our contributions are two-fold: First, three big data cloud analytical models are proposed and validated on the unified corpora and second the maximum possible diseases specific to a single or multiple DM patients have been diagnosed with a 100% accuracy using deep multinomial/multi-label distribution learning (DMDL).","2640-7485","978-1-6654-6451-2","10.1109/ISADS56919.2023.10092137","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10092137","deep learning;diagnostic architecture;healthcare analytics;HPC;big data","Warehousing;Standards organizations;Organizations;Big Data;Electronic healthcare;Diabetes;Medical diagnosis","","7","","22","IEEE","7 Apr 2023","","","IEEE","IEEE Conferences"
"A Blockchain-based Secured and Privacy-Preserved Personal Healthcare Record Exchange System","H. D. Hoang; D. Thi Thu Hien; T. C. Nhut; P. Dang Truc Quyen; P. T. Duy; V. -H. Pham","Information Security Laboratory, University of Information Technology, VNU-HCM; Information Security Laboratory, University of Information Technology, VNU-HCM; Information Security Laboratory, University of Information Technology, VNU-HCM; Information Security Laboratory, University of Information Technology, VNU-HCM; Information Security Laboratory, University of Information Technology, VNU-HCM; Information Security Laboratory, University of Information Technology, VNU-HCM",2021 IEEE International Conference on Machine Learning and Applied Network Technologies (ICMLANT),"2 Feb 2022","2021","","","1","5","The demand for personal healthcare record (PHR) exchange among electronic medical record (EMR) systems and patients is growing along with remarkable efforts to improve the quality, safety, privacy-preserving, and efficiency of healthcare information delivery. Currently, in EMR systems, there are problems of fragmented communication and lack of interoperability for health care professionals, hospitals, clinics and patients to appropriately access and securely share a patient’s EMR. Moreover, in the context of the recent soaring of security breaches and surveillance in incidents reported, a solution to ensure the safety and privacy of data is essential. Blockchain can ensure trust, security, and privacy of individual data in the digital world. By leveraging blockchain features, we propose HoloCare system for providing a single source from the patient’s PHR for authentication, permission granting and remote access to the health information data from other EMR systems. To demonstrate the practicability and effectiveness of HoloCare, we utilize HL7 FHIR, known as a standard for healthcare data exchange in a wide variety of contexts from PHR-based data sharing, server communication among and within healthcare providers.","","978-1-6654-4950-2","10.1109/ICMLANT53170.2021.9690542","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9690542","blockchain;FHIR;personal healthcare record;electronic medical record","Data privacy;Hospitals;Surveillance;Medical services;Streaming media;Blockchains;Safety","","7","","16","IEEE","2 Feb 2022","","","IEEE","IEEE Conferences"
"Formal reliability analysis of Device Interoperability Middleware (DIM) based E-health system using PRISM","U. Pervez; A. Mahmood; O. Hasan; K. Latif; A. Gawanmeh","School of Electrical Engineering and Computer Science, National University of Sciences & Technology, Islamabad, Pakistan; School of Electrical Engineering and Computer Science, National University of Sciences & Technology, Islamabad, Pakistan; School of Electrical Engineering and Computer Science, National University of Sciences & Technology, Islamabad, Pakistan; School of Electrical Engineering and Computer Science, National University of Sciences & Technology, Islamabad, Pakistan; Department of Electrical and Computer Engineering, Khalifa University, UAE","2015 17th International Conference on E-health Networking, Application & Services (HealthCom)","19 Apr 2016","2015","","","108","113","Ensuring the correctness of middleware that ensures interoperability of various medical devices is one of the biggest challenges in the e-health domain. Traditionally, these Device Interoperability Middleware (DIM) are analyzed using software testing. However, given the inherent incompleteness of testing and the randomness of the user behaviours, the analysis results are not guaranteed to be accurate. Some of these inaccuracies in analysis results could even put human life at risk. In order to overcome these limitations, we propose to use a probabilistic model checker PRISM for analyzing DIM. The proposed approach allows us to rigorously verify reliability properties of the given DIM and thus allows the designers to make appropriate measures to design more reliable systems. For illustration, we formally analyze a middleware that uses the HL7 FHIR and ontology-based description of the devices and a communication protocol to bridge the gap in heterogeneity for dealing with different vendors and incompatible data formats.","","978-1-4673-8325-7","10.1109/HealthCom.2015.7454482","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7454482","","Reliability;Middleware;Probabilistic logic;Probability;Interoperability;Analytical models;Medical services","","6","","29","IEEE","19 Apr 2016","","","IEEE","IEEE Conferences"
"Proposing Causal Sequence of Death by Neural Machine Translation in Public Health Informatics","Y. Zhu; Y. Sha; H. Wu; M. Li; R. A. Hoffman; M. D. Wang","School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Biology, Georgia Institute of Technology, Atlanta, GA, USA; Department of Biomedical Engineering, Georgia Institute of Technology and Emory University, Atlanta, GA, USA; Department of Electronic Science and Technology, University of Science and Technology of China, Hefei, China; Department of Biomedical Engineering, Georgia Institute of Technology and Emory University, Atlanta, GA, USA; Department of Biomedical Engineering and School of Electrical and Computer Engineering, Georgia Institute of Technology and Emory University, Atlanta, GA, USA",IEEE Journal of Biomedical and Health Informatics,"14 Apr 2022","2022","26","4","1422","1431","Each year there are nearly 57 million deaths worldwide, with over 2.7 million in the United States. Timely, accurate and complete death reporting is critical for public health, especially during the COVID-19 pandemic, as institutions and government agencies rely on death reports to formulate responses to communicable diseases. Unfortunately, determining the causes of death is challenging even for experienced physicians. The novel coronavirus and its variants may further complicate the task, as physicians and experts are still investigating COVID-related complications. To assist physicians in accurately reporting causes of death, an advanced Artificial Intelligence (AI) approach is presented to determine a chronically ordered sequence of conditions that lead to death (named as the causal sequence of death), based on decedent's last hospital discharge record. The key design is to learn the causal relationship among clinical codes and to identify death-related conditions. There exist three challenges: different clinical coding systems, medical domain knowledge constraint, and data interoperability. First, we apply neural machine translation models with various attention mechanisms to generate sequences of causes of death. We use the BLEU (BiLingual Evaluation Understudy) score with three accuracy metrics to evaluate the quality of generated sequences. Second, we incorporate expert-verified medical domain knowledge as constraints when generating the causal sequences of death. Lastly, we develop a Fast Healthcare Interoperability Resources (FHIR) interface that demonstrates the usability of this work in clinical practice. Our results match the state-of-art reporting and can assist physicians and experts in public health crisis such as the COVID-19 pandemic.","2168-2208","","10.1109/JBHI.2022.3163013","U.S. Department of Health and Human Services Centers for Disease Control and Prevention(grant numbers:HHSD2002015F62550B); National Center for Advancing Translational Sciences(grant numbers:UL1TR000454); National Science Foundation(grant numbers:NSF1651360); Carol Ann and David D Flanagan Distinguished Faculty Fellow; Wallace H Coulter Distinguished Faculty Fellow Award; Amazon Faculty Research Award; Microsoft Azure Cloud Computing Award; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9744474","Cause of death;COVID-19 pandemic;deep learning;fast healthcare interoperability resources (FHIR);population health data analytics","Codes;Medical services;Hospitals;Public healthcare;COVID-19;Interoperability;Deep learning","Artificial Intelligence;COVID-19;Humans;Pandemics;Public Health;Public Health Informatics;United States","6","","36","CCBY","29 Mar 2022","","","IEEE","IEEE Journals"
"Cardea: An Open Automated Machine Learning Framework for Electronic Health Records","S. Alnegheimish; N. Alrashed; F. Aleissa; S. Althobaiti; D. Liu; M. Alsaleh; K. Veeramachaneni","The Center for Complex Engineering Systems, KACST and MIT, Riyadh, Saudi Arabia; The Center for Complex Engineering Systems, KACST and MIT, Riyadh, Saudi Arabia; The Center for Complex Engineering Systems, KACST and MIT, Riyadh, Saudi Arabia; The Center for Complex Engineering Systems, KACST and MIT, Riyadh, Saudi Arabia; MIT, Cambridge, MA, USA; The Center for Complex Engineering Systems, KACST and MIT, Riyadh, Saudi Arabia; MIT, Cambridge, MA, USA",2020 IEEE 7th International Conference on Data Science and Advanced Analytics (DSAA),"20 Nov 2020","2020","","","536","545","An estimated 180 papers focusing on deep learning and EHR were published between 2010 and 2018. Despite the common workflow structure appearing in these publications, no trusted and verified software framework exists, forcing researchers to arduously repeat previous work. In this paper, we propose Cardea, an extensible open-source automated machine learning framework encapsulating common prediction problems in the health domain and allows users to build predictive models with their own data. This system relies on two components: Fast Healthcare Interoperability Resources (FHIR) - a standardized data structure for electronic health systems - and several AU TOML frameworks for automated feature engineering, model selection, and tuning. We augment these components with an adaptive data assembler and comprehensive data- and modelauditing capabilities. We demonstrate our framework via 5 prediction tasks on MIMIC-III and KAGGLE datasets, which highlight Cardea's human competitiveness, flexibility in problem definition, extensive feature generation capability, adaptable automatic data assembler, and its usability.","","978-1-7281-8206-3","10.1109/DSAA49011.2020.00068","King Abdulaziz City for Science and Technology; Massachusetts Institute of Technology; National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9260104","electronic health records;fast healthcare interoperability resources;autoML","Medical services;Adaptation models;Predictive models;Standards;Hospitals;Task analysis;Open source software","","5","","38","IEEE","20 Nov 2020","","","IEEE","IEEE Conferences"
"Application of HL7 FHIR in a Microservice Architecture for Patient Navigation on Registration and Appointments","G. N. Bettoni; T. C. Lobo; C. D. Flores; B. G. T. dos Santos; F. S. da Silva","School of Technology, Bachelor of Biomedical Informatics, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, Brazil; Health Information Technology and Management Graduation Program, Federal University of Health Sciences of Porto Alegre, Porto Alegre, Brazil, 90050-170; Health Information Technology and Management Graduation Program, Federal University of Health Sciences of Porto Alegre, Porto Alegre, Brazil, 90050-170; Psychiatry and Behavioral Sciences Graduation Program, Bachelor of Biomedical Informatics, Federal University of Rio Grande do Sul, Porto Alegre, Brazil; Exact and Applied Sciences Department, Federal University of Health Sciences of Porto Alegre, Porto Alegre, Brazil, 90050-170",2021 IEEE/ACM 3rd International Workshop on Software Engineering for Healthcare (SEH),"7 Jul 2021","2021","","","44","51","Electronic Health Record Systems (EHR-S) are commonly developed in monolithic architectures. This architectural style presents greater complexity and demands more effort when we think of interoperability. A solution proposal is the creation of Microservices that use HL7 FHIR as an interoperability strategy. In this sense, it is presented the development of a prototype, based on a microservices architecture, to act in a real scenario of Patient Navigation (PN). The problem was subdivided into 3 steps: definition of architecture, development and construction of an interface to simulate the role of the navigator. The Patient and Appointment microservices are capable of synchronous communication to query and record information. In general, the implemented architectural style not only isolates information domains but can receive data from multiple sources while maintaining essential functionality. This type of approach plays a crucial role in a hospital environment, specifically in PN, highlighting the importance of the standard and expanding the possibilities for further research to be conducted.","","978-1-6654-4458-3","10.1109/SEH52539.2021.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9470899","Microservices;HL7 FHIR;Patient Navigation","Navigation;Hospitals;Conferences;Prototypes;Computer architecture;Proposals;Electronic medical records","","5","","43","IEEE","7 Jul 2021","","","IEEE","IEEE Conferences"
"Integration of a Smart Bed Infrastructure with Hospital Information Systems using Fast Health Interoperability Resources: *A case study of the Wireless biOmonitoring stickers and smart bed architecture: toWards Untethered Patients (WoW) R&D Project","D. Portugal; J. N. Faria; M. Domingues; L. Gaspar","Institute of Systems and Robotics, University of Coimbra, Coimbra, Portugal; Institute of Systems and Robotics, University of Coimbra, Coimbra, Portugal; Institute of Systems and Robotics, University of Coimbra, Coimbra, Portugal; Institute of Systems and Robotics, University of Coimbra, Coimbra, Portugal",2023 IEEE 20th Consumer Communications & Networking Conference (CCNC),"17 Mar 2023","2023","","","1","6","This work describes a wireless patient biomonitoring system and focuses on its connections to a Hospital Information System (HIS) in use by multiple hospitals. The main objective is to gracefully integrate the various components of the proposed IoT architecture, with special emphasis on interoperability. The architecture is designed to monitor patients' vital signs via a locally embedded smart bed node that collects data via Bluetooth Low Energy (BLE) from wireless sensor patches attached to the patients' skin. The smart bed infrastructure connects to a remote gateway via Message Queuing Telemetry Transport (MQTT), which manages patient data. The Gateway also provides a translation layer using the Fast Healthcare Interoperability Resources (FHIR) protocol that uses a secure REST API to transmit health information to the clinical software in use, and fulfill interoperability requirements.","2331-9860","978-1-6654-9734-3","10.1109/CCNC51644.2023.10060813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10060813","","Wireless communication;Wireless sensor networks;Hospitals;Computer architecture;Logic gates;Writing;Security","","4","","18","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
