"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link"
"Corici A.A.; Rode O.; Rollet R.W.; Bureck M.","Corici, Andreea Ancuta (56180119000); Rode, Olaf (57226893739); Rollet, René Wiegmann (57889196000); Bureck, Max (57889169200)","56180119000; 57226893739; 57889196000; 57889169200","Digital Laboratory Notifications First Rollout Results for Sars-CoV-2 and the Extension towards Generic Pathogen Reporting","2021","10.5220/0010433800170025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137965641&doi=10.5220%2f0010433800170025&partnerID=40&md5=1b43519e723a03f717279341f6e297e6"
"Rajput A.-M.; Drenkhahn C.","Rajput, Abdul-Mateen (57220065232); Drenkhahn, Cora (57210795019)","57220065232; 57210795019","Perspectives and obstacles for transforming terminologies into FHIR codesystems exemplified by Alpha-ID","2021","10.3233/SHTI210151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238194&doi=10.3233%2fSHTI210151&partnerID=40&md5=09f6bd3887657c1cfefc4c6cb7bb07cb"
"Murugan M.; Babb L.J.; Overby Taylor C.; Rasmussen L.V.; Freimuth R.R.; Venner E.; Yan F.; Yi V.; Granite S.J.; Zouk H.; Aronson S.J.; Power K.; Fedotov A.; Crosslin D.R.; Fasel D.; Jarvik G.P.; Hakonarson H.; Bangash H.; Kullo I.J.; Connolly J.J.; Nestor J.G.; Caraballo P.J.; Wei W.; Wiley K.; Rehm H.L.; Gibbs R.A.","Murugan, Mullai (57201728158); Babb, Lawrence J. (53871037400); Overby Taylor, Casey (35090434700); Rasmussen, Luke V. (15825466200); Freimuth, Robert R. (6603368370); Venner, Eric (28168023200); Yan, Fei (36193449100); Yi, Victoria (57210788440); Granite, Stephen J. (57205277959); Zouk, Hana (57210802697); Aronson, Samuel J. (37064299800); Power, Kevin (57222288479); Fedotov, Alex (57200366224); Crosslin, David R. (57207812155); Fasel, David (56406302300); Jarvik, Gail P. (57216998065); Hakonarson, Hakon (55531171800); Bangash, Hana (57210211496); Kullo, Iftikhar J. (6701817256); Connolly, John J. (56591511700); Nestor, Jordan G. (13613426300); Caraballo, Pedro J. (6507989342); Wei, WeiQi (57212895740); Wiley, Ken (55371888400); Rehm, Heidi L. (57195311049); Gibbs, Richard A. (7202068919)","57201728158; 53871037400; 35090434700; 15825466200; 6603368370; 28168023200; 36193449100; 57210788440; 57205277959; 57210802697; 37064299800; 57222288479; 57200366224; 57207812155; 56406302300; 57216998065; 55531171800; 57210211496; 6701817256; 56591511700; 13613426300; 6507989342; 57212895740; 55371888400; 57195311049; 7202068919","Genomic considerations for FHIR®; eMERGE implementation lessons","2021","10.1016/j.jbi.2021.103795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108020337&doi=10.1016%2fj.jbi.2021.103795&partnerID=40&md5=ce478a82fb4a59bfa4f670d1b98d5ed5"
"Garza M.Y.; Rutherford M.W.; Adagarla B.; Eisenstein E.; Kumar K.R.; Zimmerman K.O.; Topaloglu U.; Zozus M.","Garza, Maryam Y. (57192102881); Rutherford, Michael W. (57216407155); Adagarla, Bhargav (36129519000); Eisenstein, Eric (7005737383); Kumar, Karan R. (57097496200); Zimmerman, Kanecia O. (56001965300); Topaloglu, Umit (24478069800); Zozus, Meredith (56744770800)","57192102881; 57216407155; 36129519000; 7005737383; 57097496200; 56001965300; 24478069800; 56744770800","Evaluating site-level implementations of the HL7 fhir standard to support esource data exchange in clinical research","2021","10.3233/SHTI210188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238054&doi=10.3233%2fSHTI210188&partnerID=40&md5=4b7460ec262cd450fb5294746bff8893"
"Wiedekopf J.; Drenkhahn C.; Ulrich H.; Kock-Schoppenhauer A.-K.; Ingenerf J.","Wiedekopf, Joshua (57224206347); Drenkhahn, Cora (57210795019); Ulrich, Hannes (56347799300); Kock-Schoppenhauer, Ann-Kristin (57194129811); Ingenerf, Josef (6603276740)","57224206347; 57210795019; 56347799300; 57194129811; 6603276740","Providing ART-DECOR valuesets via FHIR terminology servers -a technical report","2021","10.3233/SHTI210550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116355703&doi=10.3233%2fSHTI210550&partnerID=40&md5=4656f86cd00d498e9e504331ab805117"
"Andersen S.N.L.; Brandsborg C.M.; Pape-Haugaard L.","Andersen, Sine Nordstrøm Lambert (57224207365); Brandsborg, Cecilie Mørk (57224207170); Pape-Haugaard, Louise (44961216600)","57224207365; 57224207170; 44961216600","Use of semantic interoperability to improve the urgent continuity of care in Danish ERs","2021","10.3233/SHTI210149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238057&doi=10.3233%2fSHTI210149&partnerID=40&md5=d9bd41aa6ef905bd86c677993bf7ea71"
"Banach A.; Ulrich H.; Kroll B.; Kiel A.; Ingenerf J.; Kock-Schoppenhauer A.-K.","Banach, Alexandra (57224206923); Ulrich, Hannes (56347799300); Kroll, Björn (57212802522); Kiel, Alexander (55604636100); Ingenerf, Josef (6603276740); Kock-Schoppenhauer, Ann-Kristin (57194129811)","57224206923; 56347799300; 57212802522; 55604636100; 6603276740; 57194129811","APERITIF - Automatic patient recruiting for clinical trials based on HL7 FHIR","2021","10.3233/SHTI210120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238213&doi=10.3233%2fSHTI210120&partnerID=40&md5=0925397b22c3568436fb3da1faee3ed8"
"Meliá S.; Nasabeh S.; Luján-Mora S.; Cachero C.","Meliá, Santiago (8925247700); Nasabeh, Shahabadin (57224441039); Luján-Mora, Sergio (6603381780); Cachero, Cristina (23395751500)","8925247700; 57224441039; 6603381780; 23395751500","Mosiot: Modeling and simulating iot healthcare-monitoring systems for people with disabilities","2021","10.3390/ijerph18126357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107608686&doi=10.3390%2fijerph18126357&partnerID=40&md5=4bce629c4ddd330ab793cc9fe9432696"
"Ecarot T.; Fraikin B.; Lavoie L.; McGilchrist M.; Ethier J.-F.","Ecarot, Thibaud (55633435100); Fraikin, Benoît (8623941900); Lavoie, Luc (56940408300); McGilchrist, Mark (6603419835); Ethier, Jean-François (56007298000)","55633435100; 8623941900; 56940408300; 6603419835; 56007298000","A sensitive data access model in support of learning health systems","2021","10.3390/computers10030025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102727470&doi=10.3390%2fcomputers10030025&partnerID=40&md5=b8b0534ac265a7e781c64d51d9c4c0b0"
"Majeed R.W.; Stöhr M.R.; Günther A.","Majeed, Raphael W. (54417750200); Stöhr, Mark R. (55562033600); Günther, Andreas (55936903900)","54417750200; 55562033600; 55936903900","HIStream-import: A generic ETL framework for processing arbitrary patient data collections or hospital information systems into HL7 FHIR bundles","2021","10.3233/SHTI210053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238615&doi=10.3233%2fSHTI210053&partnerID=40&md5=9a8b996a86f0a65827e555dc0e546fde"
"Taber P.; Radloff C.; Del Fiol G.; Staes C.; Kawamoto K.","Taber, Peter (23096226400); Radloff, Christina (57218993495); Del Fiol, Guilherme (7801426540); Staes, Catherine (6603222234); Kawamoto, Kensaku (8370215600)","23096226400; 57218993495; 7801426540; 6603222234; 8370215600","New Standards for Clinical Decision Support: A Survey of The State of Implementation","2021","10.1055/s-0041-1726502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115743435&doi=10.1055%2fs-0041-1726502&partnerID=40&md5=9db839fb967d336b9103f3ddbdac0f59"
"Sayeed R.; Jones J.; Gottlieb D.; Mandel J.C.; Mandl K.D.","Sayeed, Raheel (57218243030); Jones, James (57215855571); Gottlieb, Daniel (57215292681); Mandel, Joshua C (55340002200); Mandl, Kenneth D (7003721828)","57218243030; 57215855571; 57215292681; 55340002200; 7003721828","A proposal for shoring up Federal Trade Commission protections for electronic health record-connected consumer apps under 21st Century Cures","2021","10.1093/jamia/ocaa227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102657321&doi=10.1093%2fjamia%2focaa227&partnerID=40&md5=440e0100864b3f7e6a58b0462db8b6de"
"Schmidt C.O.; Darms J.; Shutsko A.; Löbe M.; Nagrani R.; Seifert B.; Lindstädt B.; Golebiewski M.; Koleva S.; Bender T.; Bauer C.R.; Sax U.; Hu X.; Lieser M.; Junker V.; Klopfenstein S.; Zeleke A.; Waltemath D.; Pigeot I.; Fluck J.","Schmidt, Carsten Oliver (57220942925); Darms, Johannes (57203634294); Shutsko, Aliaksandra (57218269293); Löbe, Matthias (55938448500); Nagrani, Rajini (54789196800); Seifert, Bastian (57224207176); Lindstädt, Birte (57073879000); Golebiewski, Martin (16229843100); Koleva, Sofiya (57224206666); Bender, Theresa (57204583786); Bauer, Christian Robert (57200871605); Sax, Ulrich (8956991900); Hu, Xiaoming (57221323816); Lieser, Michael (57224206944); Junker, Vivien (57224206550); Klopfenstein, Sophie (57224207090); Zeleke, Atinkut (56502027700); Waltemath, Dagmar (36471561200); Pigeot, Iris (6603777592); Fluck, Juliane (6603558627)","57220942925; 57203634294; 57218269293; 55938448500; 54789196800; 57224207176; 57073879000; 16229843100; 57224206666; 57204583786; 57200871605; 8956991900; 57221323816; 57224206944; 57224206550; 57224207090; 56502027700; 36471561200; 6603777592; 6603558627","Facilitating Study and item level browsing for clinical and epidemiological COVID-19 studies","2021","10.3233/SHTI210284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238619&doi=10.3233%2fSHTI210284&partnerID=40&md5=0f66d636b4058b59a71614fdfd977fcd"
"Seong D.; Jung S.; Bae S.; Chung J.; Son D.-S.; Yi B.-K.","Seong, Donghyeong (57110036400); Jung, Sungwon (57211540919); Bae, Sungchul (55616696800); Chung, Jongsuk (56479689600); Son, Dae-Soon (7101868490); Yi, Byoung-Kee (36824549000)","57110036400; 57211540919; 55616696800; 56479689600; 7101868490; 36824549000","Fast healthcare interoperability resources (FHIR)-based quality information exchange for clinical next-generation sequencing genomic testing: Implementation study","2021","10.2196/26261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105057638&doi=10.2196%2f26261&partnerID=40&md5=3ded0667a2336f0df5ae3fa38116cf60"
"Nan J.; Xu L.-Q.; Wang Q.; Bu C.; Ma J.; Qiao F.","Nan, Jingwen (57348383100); Xu, Li-Qun (57192435067); Wang, Qingsong (57347767200); Bu, Changyu (57347767300); Ma, Jianjun (57347609400); Qiao, Feng (57347609500)","57348383100; 57192435067; 57347767200; 57347767300; 57347609400; 57347609500","Enabling Tiered and Coordinated Services in a Health Community of Primary Care Facilities and County Hospitals Based on HL7 FHIR","2021","10.1109/ICDH52753.2021.00048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119526963&doi=10.1109%2fICDH52753.2021.00048&partnerID=40&md5=52e0d03341ab42b2434cb8351cbfb0c9"
"Bianchi A.; Mortari M.; Pintavalle C.; Pozzi G.","Bianchi, Annamaria (58571177200); Mortari, Matteo (55865204500); Pintavalle, Claudio (57348381000); Pozzi, Giuseppe (7101651152)","58571177200; 55865204500; 57348381000; 7101651152","Putting BPMN and DMN to Work: A Pediatric Surgery Case Study","2021","10.1109/ICDH52753.2021.00028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119482000&doi=10.1109%2fICDH52753.2021.00028&partnerID=40&md5=c4e7961100bbd4f786bc094e7be59c8a"
"Rajput A.M.; Gronke A.; Johannis W.","Rajput, Abdul Mateen (57220065232); Gronke, Ana (57326111300); Johannis, Wibke (24447710700)","57220065232; 57326111300; 24447710700","Semi-automated approach to validate and enrich LOINC codes by FHIR Server","2021","10.1145/3472813.3473207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118681195&doi=10.1145%2f3472813.3473207&partnerID=40&md5=c2de491648bf3760aff6f8589cf7ff9d"
"Oosterhoff J.H.F.; Thio Q.C.B.S.; Groot O.Q.; Bongers M.E.R.; Ghaednia H.; Karhade A.V.; Del Fiol G.; Kawamoto K.","Oosterhoff, Jacobien H.F. (57194155918); Thio, Quirina C.B.S. (57203579576); Groot, Olivier Q. (57205116105); Bongers, Michiel E.R. (57213190128); Ghaednia, Hamid (56423700100); Karhade, Aditya V. (57160350100); Del Fiol, Guilherme (7801426540); Kawamoto, Kensaku (8370215600)","57194155918; 57203579576; 57205116105; 57213190128; 56423700100; 57160350100; 7801426540; 8370215600","Integration of automated predictive analytics into electronic health records: Can spine surgery applications lead the way using SMART on FHIR and CDS Hooks?","2021","10.1016/j.semss.2021.100870","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107858014&doi=10.1016%2fj.semss.2021.100870&partnerID=40&md5=a91f329bcce1b14ecb741e54ffe8ffb7"
"Flagg C.; Frieder O.; Macavaney S.; Motamedi G.","Flagg, Cristopher (57211288847); Frieder, Ophir (7006557167); Macavaney, Sean (57202919022); Motamedi, Gholam (6603480826)","57211288847; 7006557167; 57202919022; 6603480826","Real-time Streaming of Gait Assessment for Parkinson's Disease","2021","10.1145/3437963.3441701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103020732&doi=10.1145%2f3437963.3441701&partnerID=40&md5=fa7737ddc3b6171423b13b16b5412fd8"
"Bartschke A.; Börner Y.; Thun S.","Bartschke, Alexander (57220962100); Börner, Yannick (57224207018); Thun, Sylvia (26535208000)","57220962100; 57224207018; 26535208000","Accessing the ECG data of the apple watch and accomplishing interoperability through FHIR","2021","10.3233/SHTI210076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238640&doi=10.3233%2fSHTI210076&partnerID=40&md5=4617522d0892d51de748afa39945ab39"
"Strasberg H.R.; Rhodes B.; Del Fiol G.; Jenders R.A.; Haug P.J.; Kawamoto K.","Strasberg, Howard R (6603352440); Rhodes, Bryn (57226707727); Del Fiol, Guilherme (7801426540); Jenders, Robert A (6701711590); Haug, Peter J (24480894300); Kawamoto, Kensaku (8370215600)","6603352440; 57226707727; 7801426540; 6701711590; 24480894300; 8370215600","Contemporary clinical decision support standards using Health Level Seven International Fast Healthcare Interoperability Resources","2021","10.1093/jamia/ocab070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112448363&doi=10.1093%2fjamia%2focab070&partnerID=40&md5=e8cf4f5ec4b23befba88164490420ad8"
"Wettstein R.; Hund H.; Kobylinski I.; Fegeler C.; Heinze O.","Wettstein, Reto (57217593795); Hund, Hauke (56649268200); Kobylinski, Insa (57224206597); Fegeler, Christian (55844173900); Heinze, Oliver (35224825600)","57217593795; 56649268200; 57224206597; 55844173900; 35224825600","Feasibility queries in distributed architectures - concept and implementation in HiGHmed","2021","10.3233/SHTI210061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238245&doi=10.3233%2fSHTI210061&partnerID=40&md5=131fa3e769dcd7bb1a2041ba0fe0441f"
"Jones J.; Gottlieb D.; Mandel J.C.; Ignatov V.; Ellis A.; Kubick W.; Mandl K.D.","Jones, James (57215855571); Gottlieb, Daniel (57215292681); Mandel, Joshua C. (55340002200); Ignatov, Vladimir (57216537052); Ellis, Alyssa (57205648830); Kubick, Wayne (7801680874); Mandl, Kenneth D. (7003721828)","57215855571; 57215292681; 55340002200; 57216537052; 57205648830; 7801680874; 7003721828","A landscape survey of planned SMART/HL7 bulk FHIR data access API implementations and tools","2021","10.1093/jamia/ocab028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108304203&doi=10.1093%2fjamia%2focab028&partnerID=40&md5=87a4a7901cc7488bcc7b8757a343beac"
"Jaffe C.; Nguyen V.; Kubick W.R.; Cooper T.; Leftwich R.B.; Hammond W.E.","Jaffe, Charles (40261734200); Nguyen, Viet (57217248786); Kubick, Wayne R. (7801680874); Cooper, Todd (57195758197); Leftwich, Russell B. (58135182700); Hammond, W. Edward (7102685002)","40261734200; 57217248786; 7801680874; 57195758197; 58135182700; 7102685002","Standards in biomedical informatics","2021","10.1007/978-3-030-58721-5_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149688276&doi=10.1007%2f978-3-030-58721-5_7&partnerID=40&md5=aa40cf71f22d673189222e9051e187ef"
"Riepenhausen S.; Mertens C.; Dugas M.","Riepenhausen, Sarah (57208239638); Mertens, Cornelia (57223675694); Dugas, Martin (55550317000)","57208239638; 57223675694; 55550317000","Comparing SDTM and FHIR® for real world data from electronic health records for clinical trial submissions","2021","10.3233/SHTI210238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238401&doi=10.3233%2fSHTI210238&partnerID=40&md5=ab018e5284f97753e6c7ae83db29a4f9"
"Hund H.; Wettstein R.; Heidt C.M.; Fegeler C.","Hund, Hauke (56649268200); Wettstein, Reto (57217593795); Heidt, Christian M. (57224207009); Fegeler, Christian (55844173900)","56649268200; 57217593795; 57224207009; 55844173900","Executing distributed healthcare and research processes - the highmed data sharing framework","2021","10.3233/SHTI210060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238005&doi=10.3233%2fSHTI210060&partnerID=40&md5=c2247f7d41ba5ac7767384059d054005"
"Gordon W.J.; Gottlieb D.; Kreda D.; Mandel J.C.; Mandl K.D.; Kohane I.S.","Gordon, William J. (57195487904); Gottlieb, Daniel (57215292681); Kreda, David (26424682800); Mandel, Joshua C. (55340002200); Mandl, Kenneth D. (7003721828); Kohane, Isaac S. (57203712430)","57195487904; 57215292681; 26424682800; 55340002200; 7003721828; 57203712430","Patient-led data sharing for clinical bioinformatics research: USCDI and beyond","2021","10.1093/jamia/ocab133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116958887&doi=10.1093%2fjamia%2focab133&partnerID=40&md5=d8224fa0c673d8e58a59337e71ebd1c1"
"","","","Proceedings - 2021 IEEE/ACM 3rd International Workshop on Software Engineering for Healthcare, SEH 2021","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114445839&partnerID=40&md5=bd709e8085e7f0ebceea5fbf63b4f9dc"
"Alper B.S.; Dehnbostel J.; Afzal M.; Subbian V.; Soares A.; Kunnamo I.; Shahin K.; McClure R.C.","Alper, Brian S. (7005178673); Dehnbostel, Joanne (37033693100); Afzal, Muhammad (7102789390); Subbian, Vignesh (55346447500); Soares, Andrey (57221855269); Kunnamo, Ilkka (6604091280); Shahin, Khalid (57221843800); McClure, Robert C. (8423779000)","7005178673; 37033693100; 7102789390; 55346447500; 57221855269; 6604091280; 57221843800; 8423779000","Making science computable: Developing code systems for statistics, study design, and risk of bias","2021","10.1016/j.jbi.2021.103685","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100421216&doi=10.1016%2fj.jbi.2021.103685&partnerID=40&md5=88b3193f35649d18a77562ea9c917674"
"Karhade A.V.; Schwab J.H.","Karhade, Aditya V. (57160350100); Schwab, Joseph H. (23482524500)","57160350100; 23482524500","Introduction to The Spine Journal special issue on artificial intelligence and machine learning","2021","10.1016/j.spinee.2021.03.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106289862&doi=10.1016%2fj.spinee.2021.03.028&partnerID=40&md5=89f407d9dbdae17a3aae09e0e7a12041"
"Zong N.; Ngo V.; Stone D.J.; Wen A.; Zhao Y.; Yu Y.; Liu S.; Huang M.; Wang C.; Jiang G.","Zong, Nansu (55205153900); Ngo, Victoria (57202481885); Stone, Daniel J. (57211270553); Wen, Andrew (57203248254); Zhao, Yiqing (57203236916); Yu, Yue (57211907673); Liu, Sijia (57196071898); Huang, Ming (58027236000); Wang, Chen (55682602500); Jiang, Guoqian (55486706700)","55205153900; 57202481885; 57211270553; 57203248254; 57203236916; 57211907673; 57196071898; 58027236000; 55682602500; 55486706700","Leveraging genetic reports and electronic health records for the prediction of primary cancers: Algorithm development and validation study","2021","10.2196/23586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103687759&doi=10.2196%2f23586&partnerID=40&md5=b3e4284186881973afdc073bce3bfc78"
"Taechoyotin P.; Prasertsom P.; Phanhong M.; Wongsutthikoson P.; Laohasurayodhin R.; Pasuthip N.; Ruktantichoke B.","Taechoyotin, Pawin (57302885800); Prasertsom, Patipan (55778365900); Phanhong, Mullika (57220549287); Wongsutthikoson, Patchara (57302885900); Laohasurayodhin, Ravi (56021762300); Pasuthip, Napassawan (57220550479); Ruktantichoke, Ben (57302089500)","57302885800; 55778365900; 57220549287; 57302885900; 56021762300; 57220550479; 57302089500","Health Link: Scalable Health Information Exchange Platform in Thailand","2021","10.1109/IBDAP52511.2021.9552033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117529544&doi=10.1109%2fIBDAP52511.2021.9552033&partnerID=40&md5=dd661750d5f0a191b03312b997058d9d"
"Bettoni G.N.; Lobo T.C.; Flores C.D.; Dos Santos B.G.T.; Da Silva F.S.","Bettoni, Giovani Nicolas (57211564819); Lobo, Thafarel Camargo (57217052315); Flores, Cecilia Dias (7103184976); Dos Santos, Bruno Gomes Tavares (57211564905); Da Silva, Filipe Santana (57211474762)","57211564819; 57217052315; 7103184976; 57211564905; 57211474762","Application of HL7 FHIR in a Microservice Architecture for Patient Navigation on Registration and Appointments","2021","10.1109/SEH52539.2021.00015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114431221&doi=10.1109%2fSEH52539.2021.00015&partnerID=40&md5=50ff1317ac0e9cdd41f4d125c7e9147b"
"Yue H.-X.; Gui L.-T.; Zhan Y.-L.; Liu X.; Zhang Y.-F.; Bian F.; Jiang Y.","Yue, He-Xin (57215087519); Gui, Lu-Ting (57287932900); Zhan, Yong-Le (57225186214); Liu, Xuan (57211443861); Zhang, Yi-Fang (57288122000); Bian, Feng (57287396600); Jiang, Yu (56468331200)","57215087519; 57287932900; 57225186214; 57211443861; 57288122000; 57287396600; 56468331200","Establishment of technical specifications for data sharing in esophageal cancer screening cohort based on FHIR model and CDASH model","2021","10.16462/j.cnki.zhjbkz.2021.10.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122995074&doi=10.16462%2fj.cnki.zhjbkz.2021.10.015&partnerID=40&md5=1eee0cd64aa4f4fcd056e48601e06dc2"
"Ayaz M.; Pasha M.F.; Alzahrani M.Y.; Budiarto R.; Stiawan D.","Ayaz, Muhammad (57222957928); Pasha, Muhammad F. (9738067600); Alzahrani, Mohammed Y. (56125509600); Budiarto, Rahmat (58131692700); Stiawan, Deris (36449642900)","57222957928; 9738067600; 56125509600; 58131692700; 36449642900","Erratum: The Fast Health Interoperability Resources (FHIR) Standard: Systematic Literature Review of Implementations, Applications, Challenges and Opportunities (JMIR Med Inform (2021) 9: 7 (e21929) DOI: 10.2196/21929)","2021","10.2196/32869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113294099&doi=10.2196%2f32869&partnerID=40&md5=e70008cf7d9aea341fff82e5d5da7f02"
"Dorr D.A.; D'Autremont C.; Pizzimenti C.; Weiskopf N.; Rope R.; Kassakian S.; Richardson J.E.; McClure R.; Eisenberg F.","Dorr, David A. (8977463400); D'Autremont, Christopher (57226857105); Pizzimenti, Christie (56513872700); Weiskopf, Nicole (55762049300); Rope, Robert (56440102000); Kassakian, Steven (37013387800); Richardson, Joshua E. (35300450600); McClure, Rob (8423779000); Eisenberg, Floyd (6701535526)","8977463400; 57226857105; 56513872700; 55762049300; 56440102000; 37013387800; 35300450600; 8423779000; 6701535526","Assessing Data Adequacy for High Blood Pressure Clinical Decision Support: A Quantitative Analysis","2021","10.1055/s-0041-1732401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113168674&doi=10.1055%2fs-0041-1732401&partnerID=40&md5=8ed3170fd25f04b53fdd6b12908c3b8a"
"Rinaldi E.; Thun S.","Rinaldi, Eugenia (57526648900); Thun, Sylvia (26535208000)","57526648900; 26535208000","From OpenEHR to FHIR and OMOP data model for microbiology findings","2021","10.3233/SHTI210189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238091&doi=10.3233%2fSHTI210189&partnerID=40&md5=913268298b870dcd9a010c944ee1e204"
"Bae S.; Kim I.K.; Yi B.-K.","Bae, Sungchul (55616696800); Kim, Il Kon (14919454400); Yi, Byoung-Kee (36824549000)","55616696800; 14919454400; 36824549000","Strategy to adopt and deploy HL7 FHIR standard for healthcare interoperability in Korea","2021","10.4258/HIR.2021.27.3.173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114637851&doi=10.4258%2fHIR.2021.27.3.173&partnerID=40&md5=687d559f82f2dc66a4036d7fa4c4e4f1"
"Madrigal E.; Le L.P.","Madrigal, Emilio (36484977800); Le, Long Phi (55108721100)","36484977800; 55108721100","Digital media archive for gross pathology images based on open-source tools and Fast Healthcare Interoperability Resources (FHIR)","2021","10.1038/s41379-021-00824-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106469439&doi=10.1038%2fs41379-021-00824-8&partnerID=40&md5=e129e4913575e9610442c65c5ba0dcf5"
"Aranha H.; Masi M.; Pavleska T.; Sellitto G.P.","Aranha, Helder (57205668128); Masi, Massimiliano (35208825700); Pavleska, Tanja (57191439597); Sellitto, Giovanni Paolo (57211999443)","57205668128; 35208825700; 57191439597; 57211999443","Securing the metrological chain in IoT environments: An architectural framework","2021","10.1109/MetroInd4.0IoT51437.2021.9488526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112052746&doi=10.1109%2fMetroInd4.0IoT51437.2021.9488526&partnerID=40&md5=9d834a5b56148a12a07eeddb1a45ca17"
"Duettmann W.; Naik M.G.; Schmidt D.; Pfefferkorn M.; Kurz M.; Graf V.; Kreichgauer A.; Hoegl S.; Haenska M.; Gielsdorf T.; Breitenstein T.; Osmanodja B.; Glander P.; Bakker J.; Mayrdorfer M.; Gethmann C.J.; Bachmann F.; Choi M.; Schrezenmeier E.; Zukunft B.; Halleck F.; Budde K.","Duettmann, Wiebke (57220096817); Naik, Marcel G. (37361483700); Schmidt, Danilo (56062554700); Pfefferkorn, Matthias (57223092898); Kurz, Matthias (57223097859); Graf, Verena (57197801204); Kreichgauer, Andrea (57223099919); Hoegl, Severin (57223085057); Haenska, Max (57223082218); Gielsdorf, Tim (57223098966); Breitenstein, Tillmann (57223082340); Osmanodja, Bilgin (57223083355); Glander, Petra (6602357257); Bakker, Jannis (57223099804); Mayrdorfer, Manuel (57220088310); Gethmann, Carolin J. (57223085018); Bachmann, Friederike (57188627596); Choi, Mira (55461960100); Schrezenmeier, Eva (55370246500); Zukunft, Bianca (24068280000); Halleck, Fabian (55362157200); Budde, Klemens (57207894009)","57220096817; 37361483700; 56062554700; 57223092898; 57223097859; 57197801204; 57223099919; 57223085057; 57223082218; 57223098966; 57223082340; 57223083355; 6602357257; 57223099804; 57220088310; 57223085018; 57188627596; 55461960100; 55370246500; 24068280000; 55362157200; 57207894009","Digital home-monitoring of patients after kidney transplantation: The maccs platform","2021","10.3791/61899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104749902&doi=10.3791%2f61899&partnerID=40&md5=61b8c1fa3b1c3d09152a138d5378aeb4"
"Peng Y.; Nassirian A.; Ahmadi N.; Sedlmayr M.; Bathelt F.","Peng, Yuan (57224206850); Nassirian, Azadeh (57191515575); Ahmadi, Najia (57283529300); Sedlmayr, Martin (56043034300); Bathelt, Franziska (57217249670)","57224206850; 57191515575; 57283529300; 56043034300; 57217249670","Towards the representation of genomic data in HL7 FHIR and OMOP CDM","2021","10.3233/SHTI210545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116377097&doi=10.3233%2fSHTI210545&partnerID=40&md5=42881d95f49903ecefcc0c7a2ccf2142"
"Wang X.; Lehmann H.; Botsis T.","Wang, Xingtong (57224207323); Lehmann, Harold (7402884460); Botsis, Taxiarchis (57202845066)","57224207323; 7402884460; 57202845066","Can FHIR support standardization in post-market safety surveillance?","2021","10.3233/SHTI210115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238510&doi=10.3233%2fSHTI210115&partnerID=40&md5=d7bb2933aed48e41e321f2a3745b761b"
