PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39904102","Towards real-world clinical data standardization: A modular FHIR-driven transformation pipeline to enhance semantic interoperability in healthcare","Marfoglia A, Nardini F, Arcobelli VA, Moscato S, Mellone S, Carbonaro A.","Comput Biol Med. 2025 Mar;187:109745. doi: 10.1016/j.compbiomed.2025.109745. Epub 2025 Feb 3.","Marfoglia A","Comput Biol Med","2025","2025/02/04","","","10.1016/j.compbiomed.2025.109745"
"31438343","Integrating Heterogeneous Data Sources for Cross-Institutional Data Sharing: Requirements Elicitation and Management in SMITH","Tahar K, Müller C, Dürschmid A, Haferkamp S, Saleh K, Jürs P, Stäubert S, Gewehr JE, Zenker S, Ammon D, Wendt T.","Stud Health Technol Inform. 2019 Aug 21;264:1785-1786. doi: 10.3233/SHTI190647.","Tahar K","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190647"
"35040608","Development and Validation of the Radiology Common Data Model (R-CDM) for the International Standardization of Medical Imaging Data","Park C, You SC, Jeon H, Jeong CW, Choi JW, Park RW.","Yonsei Med J. 2022 Jan;63(Suppl):S74-S83. doi: 10.3349/ymj.2022.63.S74.","Park C","Yonsei Med J","2022","2022/01/18","PMC8790584","","10.3349/ymj.2022.63.S74"
"32604624","Implementation of a Secured Cross-Institutional Data Collection Infrastructure by Applying HL7 FHIR on an Existing Distributed EMR Storages","Tanaka K, Yamamoto R.","Stud Health Technol Inform. 2020 Jun 26;272:155-158. doi: 10.3233/SHTI200517.","Tanaka K","Stud Health Technol Inform","2020","2020/07/02","","","10.3233/SHTI200517"
"30017975","Data standards for interoperability of care team information to support care coordination of complex pediatric patients","Ranade-Kharkar P, Narus SP, Anderson GL, Conway T, Del Fiol G.","J Biomed Inform. 2018 Sep;85:1-9. doi: 10.1016/j.jbi.2018.07.009. Epub 2018 Jul 12.","Ranade-Kharkar P","J Biomed Inform","2018","2018/07/19","","","10.1016/j.jbi.2018.07.009"
"39749875","The substance-exposed birthing person-infant/child dyad and health information exchange in the United States","Bourgeois FC, Sinha A, Tuli G, Harper MB, Robbins VK, Jeffrey S, Brownstein JS, Jilani SM.","J Am Med Inform Assoc. 2025 Mar 1;32(3):417-425. doi: 10.1093/jamia/ocae315.","Bourgeois FC","J Am Med Inform Assoc","2025","2025/01/03","PMC11833485","","10.1093/jamia/ocae315"
"29677913","Implementation of Fast Healthcare Interoperability Resources for an Integration of Laboratory and Hospital Information Systems","Kopanitsa G, Ivanov A.","Stud Health Technol Inform. 2018;247:11-15.","Kopanitsa G","Stud Health Technol Inform","2018","2018/04/22","","",""
"37728977","Feasibility of Implementation of a Mobile Digital Personal Health Record to Coordinate Care for Children and Youth With Special Health Care Needs in Primary Care: Protocol for a Mixed Methods Study","Ming DY, Wong W, Jones KA, Antonelli RC, Gujral N, Gonzales S, Rogers U, Ratliff W, Shah N, King HA.","JMIR Res Protoc. 2023 Sep 20;12:e46847. doi: 10.2196/46847.","Ming DY","JMIR Res Protoc","2023","2023/09/20","PMC10551780","","10.2196/46847"
"37740823","Implementation of a Patient Summary Web Application According to the International Patient Summary and Validation in Common Use Cases in Japan","Song C, Nakayama M.","J Med Syst. 2023 Sep 23;47(1):100. doi: 10.1007/s10916-023-01993-6.","Song C","J Med Syst","2023","2023/09/23","PMC10517891","","10.1007/s10916-023-01993-6"
"39176771","An In-Depth Exploration of Mapping openEHR and PGHD: A Case Study on Fitbit-Generated Data","Abedian S, Taucher C, Perscha S, Djuris M, Hussein R, Hanke S.","Stud Health Technol Inform. 2024 Aug 22;316:437-441. doi: 10.3233/SHTI240442.","Abedian S","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240442"
"29295223","Shiny FHIR: An Integrated Framework Leveraging Shiny R and HL7 FHIR to Empower Standards-Based Clinical Data Applications","Hong N, Prodduturi N, Wang C, Jiang G.","Stud Health Technol Inform. 2017;245:868-872.","Hong N","Stud Health Technol Inform","2017","2018/01/04","PMC5939961","NIHMS961586",""
"33136433","Improving Cancer Data Interoperability: The Promise of the Minimal Common Oncology Data Elements (mCODE) Initiative","Osterman TJ, Terry M, Miller RS.","JCO Clin Cancer Inform. 2020 Oct;4:993-1001. doi: 10.1200/CCI.20.00059.","Osterman TJ","JCO Clin Cancer Inform","2020","2020/11/02","PMC7713551","","10.1200/CCI.20.00059"
"27139391","Bridging the Gap between HL7 CDA and HL7 FHIR: A JSON Based Mapping","Rinner C, Duftschmid G.","Stud Health Technol Inform. 2016;223:100-6.","Rinner C","Stud Health Technol Inform","2016","2016/05/04","","",""
"34174764","Development of an application concerning fast healthcare interoperability resources based on standardized structured medical information exchange version 2 data","Xiao D, Song C, Nakamura N, Nakayama M.","Comput Methods Programs Biomed. 2021 Sep;208:106232. doi: 10.1016/j.cmpb.2021.106232. Epub 2021 Jun 8.","Xiao D","Comput Methods Programs Biomed","2021","2021/06/26","","","10.1016/j.cmpb.2021.106232"
"31968383","Application Programming Interfaces in Health Care: Findings from a Current-State Sociotechnical Assessment","Dullabh P, Hovey L, Heaney-Huls K, Rajendran N, Wright A, Sittig DF.","Appl Clin Inform. 2020 Jan;11(1):59-69. doi: 10.1055/s-0039-1701001. Epub 2020 Jan 22.","Dullabh P","Appl Clin Inform","2020","2020/01/23","PMC6976305","","10.1055/s-0039-1701001"
"39473828","Establishing data elements and exchange standards to support long COVID healthcare and research","Dolin G, Saitwal H, Bertodatti K, Mueller S, Bierman AS, Suls J, Brandt K, Camara DS, Leppry S, Jones E, Gallego E, Carlson D, Norton J.","JAMIA Open. 2024 Sep 11;7(3):ooae095. doi: 10.1093/jamiaopen/ooae095. eCollection 2024 Oct.","Dolin G","JAMIA Open","2024","2024/10/30","PMC11519022","","10.1093/jamiaopen/ooae095"
"39749099","Interoperability of health data using FHIR Mapping Language: transforming HL7 CDA to FHIR with reusable visual components","Bossenko I, Randmaa R, Piho G, Ross P.","Front Digit Health. 2024 Dec 19;6:1480600. doi: 10.3389/fdgth.2024.1480600. eCollection 2024.","Bossenko I","Front Digit Health","2024","2025/01/03","PMC11693713","","10.3389/fdgth.2024.1480600"
"38893064","Use of Real-World FHIR Data Combined with Context-Sensitive Decision Modeling to Guide Sentinel Biopsy in Melanoma","Beckmann CL, Lodde G, Swoboda J, Livingstone E, Böckmann B.","J Clin Med. 2024 Jun 6;13(11):3353. doi: 10.3390/jcm13113353.","Beckmann CL","J Clin Med","2024","2024/06/19","PMC11172530","","10.3390/jcm13113353"
"32570530","Integrating a Secure and Generic Mobile App for Patient Reported Outcome Acquisition into an EHR Infrastructure Based on FHIR Resources","Ploner N, Prokosch HU.","Stud Health Technol Inform. 2020 Jun 16;270:991-995. doi: 10.3233/SHTI200310.","Ploner N","Stud Health Technol Inform","2020","2020/06/24","","","10.3233/SHTI200310"
"40014673","Towards interoperable digital medication records on FHIR: development and technical validation of a minimal core dataset","Salgado-Baez E, Heidepriem R, Delucchi Danhier R, Rinaldi E, Ravi V, Poncette AS, Dahlhaus I, Fürstenau D, Balzer F, Thun S, Sass J.","JMIR Med Inform. 2025 Jan 31. doi: 10.2196/64099. Online ahead of print.","Salgado-Baez E","JMIR Med Inform","2025","2025/02/27","","","10.2196/64099"
"27018265","SMART precision cancer medicine: a FHIR-based app to provide genomic information at the point of care","Warner JL, Rioth MJ, Mandl KD, Mandel JC, Kreda DA, Kohane IS, Carbone D, Oreto R, Wang L, Zhu S, Yao H, Alterovitz G.","J Am Med Inform Assoc. 2016 Jul;23(4):701-10. doi: 10.1093/jamia/ocw015. Epub 2016 Mar 27.","Warner JL","J Am Med Inform Assoc","2016","2016/03/29","PMC6080684","","10.1093/jamia/ocw015"
"38171359","Mapping Injection Order Messages to Health Level 7 Fast Healthcare Interoperability Resources to Collate Infusion Pump Data","Doi S, Yokota S, Nagae Y, Takahashi K, Aoki M, Ohe K.","Appl Clin Inform. 2024 Jan;15(1):1-9. doi: 10.1055/s-0043-1776699. Epub 2024 Jan 3.","Doi S","Appl Clin Inform","2024","2024/01/03","PMC10764120","","10.1055/s-0043-1776699"
"26211233","HL7 launches Argonaut Project to advance FHIR interoperability standard","","Health Manag Technol. 2015 Feb;36(2):26.","","Health Manag Technol","2015","2015/07/28","","",""
"27815798","Relevance of eHealth standards for big data interoperability in radiology and beyond","Marcheschi P.","Radiol Med. 2017 Jun;122(6):437-443. doi: 10.1007/s11547-016-0691-9. Epub 2016 Nov 4.","Marcheschi P","Radiol Med","2017","2016/11/06","","","10.1007/s11547-016-0691-9"
"32570337","A Semantic Similarity Evaluation for Healthcare Ontologies Matching to HL7 FHIR Resources","Kiourtis A, Mavrogiorgou A, Kyriazis D.","Stud Health Technol Inform. 2020 Jun 16;270:13-17. doi: 10.3233/SHTI200113.","Kiourtis A","Stud Health Technol Inform","2020","2020/06/24","","","10.3233/SHTI200113"
"40073858","Initial Real-World Pilot of the MedMorph Reference Architecture: Hepatitis C Surveillance and Research","Michaels M, Botts NE, Hassell S, Mardon R, Pan ECR, Flanigan M, Chehab C, Liu S, Bocour A, Alexander M, Aponte A, Thompson ND.","Appl Clin Inform. 2025 Mar;16(2):234-244. doi: 10.1055/a-2441-6100. Epub 2025 Mar 12.","Michaels M","Appl Clin Inform","2025","2025/03/12","PMC11903105","","10.1055/a-2441-6100"
"39047575","Evaluation of technical approaches for real-time data transfer from electronic health record systems","Kirilov N, Dugas M.","Comput Methods Programs Biomed. 2024 Oct;255:108347. doi: 10.1016/j.cmpb.2024.108347. Epub 2024 Jul 21.","Kirilov N","Comput Methods Programs Biomed","2024","2024/07/24","","","10.1016/j.cmpb.2024.108347"
"30721349","Structurally Mapping Healthcare Data to HL7 FHIR through Ontology Alignment","Kiourtis A, Mavrogiorgou A, Menychtas A, Maglogiannis I, Kyriazis D.","J Med Syst. 2019 Feb 5;43(3):62. doi: 10.1007/s10916-019-1183-y.","Kiourtis A","J Med Syst","2019","2019/02/06","","","10.1007/s10916-019-1183-y"
"39176716","Improving Healthcare Quality with a LHS: From Patient-Generated Health Data to Evidence-Based Recommendations","Santos RL, Cruz-Correia R.","Stud Health Technol Inform. 2024 Aug 22;316:230-234. doi: 10.3233/SHTI240387.","Santos RL","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240387"
"40019788","A Validation Tool (VaPCE) for Postcoordinated SNOMED CT Expressions: Development and Usability Study","Ohlsen T, Hofer V, Ingenerf J.","JMIR Med Inform. 2025 Feb 28;13:e67984. doi: 10.2196/67984.","Ohlsen T","JMIR Med Inform","2025","2025/02/28","PMC11887581","","10.2196/67984"
"29272252","Connecting the clinical IT infrastructure to a service-oriented architecture of medical devices","Andersen B, Kasparick M, Ulrich H, Franke S, Schlamelcher J, Rockstroh M, Ingenerf J.","Biomed Tech (Berl). 2018 Feb 23;63(1):57-68. doi: 10.1515/bmt-2017-0021.","Andersen B","Biomed Tech (Berl)","2018","2017/12/23","","","10.1515/bmt-2017-0021"
"37203485","Exploring New Possibilities for Research Data Exploration Using the Example of the German Core Data Set","Menzel F, Waltemath D, Henkel R.","Stud Health Technol Inform. 2023 May 18;302:749-750. doi: 10.3233/SHTI230255.","Menzel F","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230255"
"37456559","Interoperable and explainable machine learning models to predict morbidity and mortality in acute neurological injury in the pediatric intensive care unit: secondary analysis of the TOPICC study","Munjal NK, Clark RSB, Simon DW, Kochanek PM, Horvat CM.","Front Pediatr. 2023 Jun 28;11:1177470. doi: 10.3389/fped.2023.1177470. eCollection 2023.","Munjal NK","Front Pediatr","2023","2023/07/17","PMC10338865","","10.3389/fped.2023.1177470"
"39444417","Implementation of a Machine Learning Risk Prediction Model for Postpartum Depression in the Electronic Health Records","Zhang Y, Joly R, Beecy AN, Principe S, Satpathy S, Gore A, Reilly T, Lang M, Sathi N, Uy C, Adams M, Israel M.","AMIA Jt Summits Transl Sci Proc. 2024 Oct 21;2024:1057-1066. eCollection 2024.","Zhang Y","AMIA Jt Summits Transl Sci Proc","2024","2024/10/24","PMC11497630","",""
"30815098","Standardizing Heterogeneous Annotation Corpora Using HL7 FHIR for Facilitating their Reuse and Integration in Clinical NLP","Hong N, Wen A, Mojarad MR, Sohn S, Liu H, Jiang G.","AMIA Annu Symp Proc. 2018 Dec 5;2018:574-583. eCollection 2018.","Hong N","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371380","",""
"38626510","recruIT: A cloud-native clinical trial recruitment support system based on Health Level 7 Fast Healthcare Interoperability Resources (HL7 FHIR) and the Observational Medical Outcomes Partnership Common Data Model (OMOP CDM)","Gulden C, Macho P, Reinecke I, Strantz C, Prokosch HU, Blasini R.","Comput Biol Med. 2024 May;174:108411. doi: 10.1016/j.compbiomed.2024.108411. Epub 2024 Apr 6.","Gulden C","Comput Biol Med","2024","2024/04/16","","","10.1016/j.compbiomed.2024.108411"
"27031856","C3-PRO: Connecting ResearchKit to the Health System Using i2b2 and FHIR","Pfiffner PB, Pinyol I, Natter MD, Mandl KD.","PLoS One. 2016 Mar 31;11(3):e0152722. doi: 10.1371/journal.pone.0152722. eCollection 2016.","Pfiffner PB","PLoS One","2016","2016/04/01","PMC4816293","","10.1371/journal.pone.0152722"
"31623304","IoMT Platform for Pervasive Healthcare Data Aggregation, Processing, and Sharing Based on OneM2M and OpenEHR","S Rubí JN, L Gondim PR.","Sensors (Basel). 2019 Oct 3;19(19):4283. doi: 10.3390/s19194283.","S Rubí JN","Sensors (Basel)","2019","2019/10/19","PMC6806104","","10.3390/s19194283"
"32719880","Integrated displays to improve chronic disease management in ambulatory care: A SMART on FHIR application informed by mixed-methods user testing","Curran RL, Kukhareva PV, Taft T, Weir CR, Reese TJ, Nanjo C, Rodriguez-Loya S, Martin DK, Warner PB, Shields DE, Flynn MC, Boltax JP, Kawamoto K.","J Am Med Inform Assoc. 2020 Aug 1;27(8):1225-1234. doi: 10.1093/jamia/ocaa099.","Curran RL","J Am Med Inform Assoc","2020","2020/07/29","PMC7481023","","10.1093/jamia/ocaa099"
"31437972","Challenges and Opportunities in Changing Data Structures of Clinical Document Archives from HL7-V2 to FHIR-Based Archive Solutions","Zohner J, Marquardt K, Schneider H, Michel Backofen A.","Stud Health Technol Inform. 2019 Aug 21;264:492-495. doi: 10.3233/SHTI190270.","Zohner J","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190270"
"31112761","Concept to gain trust for a German personal health record system using public cloud and FHIR","Ploner N, Neurath MF, Schoenthaler M, Zielke A, Prokosch HU.","J Biomed Inform. 2019 Jul;95:103212. doi: 10.1016/j.jbi.2019.103212. Epub 2019 May 18.","Ploner N","J Biomed Inform","2019","2019/05/22","","","10.1016/j.jbi.2019.103212"
"38287642","Beyond compliance with the 21st Century Cures Act Rule: a patient controlled electronic health information export application programming interface","Phelan D, Gottlieb D, Mandel JC, Ignatov V, Jones J, Marquard B, Ellis A, Mandl KD.","J Am Med Inform Assoc. 2024 Apr 3;31(4):901-909. doi: 10.1093/jamia/ocae013.","Phelan D","J Am Med Inform Assoc","2024","2024/01/30","PMC10990503","","10.1093/jamia/ocae013"
"38900188","Standardizing imaging findings representation: harnessing Common Data Elements semantics and Fast Healthcare Interoperability Resources structures","Tejani AS, Bialecki B, O'Donnell K, Sippel Schmidt T, Kohli MD, Alkasab T.","J Am Med Inform Assoc. 2024 Aug 1;31(8):1735-1742. doi: 10.1093/jamia/ocae134.","Tejani AS","J Am Med Inform Assoc","2024","2024/06/20","PMC11258419","","10.1093/jamia/ocae134"
"31119199","Semantic integration of clinical laboratory tests from electronic health records for deep phenotyping and biomarker discovery","Zhang XA, Yates A, Vasilevsky N, Gourdine JP, Callahan TJ, Carmody LC, Danis D, Joachimiak MP, Ravanmehr V, Pfaff ER, Champion J, Robasky K, Xu H, Fecho K, Walton NA, Zhu RL, Ramsdill J, Mungall CJ, Köhler S, Haendel MA, McDonald CJ, Vreeman DJ, Peden DB, Bennett TD, Feinstein JA, Martin B, Stefanski AL, Hunter LE, Chute CG, Robinson PN.","NPJ Digit Med. 2019;2:32. doi: 10.1038/s41746-019-0110-4. Epub 2019 May 2.","Zhang XA","NPJ Digit Med","2019","2019/05/24","PMC6527418","NIHMS1028600","10.1038/s41746-019-0110-4"
"11781556","Rapid quantitative assessment of myocardial perfusion: spectral analysis of myocardial contrast echocardiographic images","Bae RY, Belohlavek M, Greenleaf JF, Seward JB.","J Am Soc Echocardiogr. 2002 Jan;15(1):63-8. doi: 10.1067/mje.2002.115657.","Bae RY","J Am Soc Echocardiogr","2002","2002/01/10","","","10.1067/mje.2002.115657"
"39234717","Metadata Driven Integration of Clinical Data for Secondary Use in FHIR - A Pilot Study at the UKSH","Simon F, Schladetzky J, Macke S, Ablaß T, Ingenerf J, Kock-Schoppenhauer AK.","Stud Health Technol Inform. 2024 Aug 30;317:146-151. doi: 10.3233/SHTI240850.","Simon F","Stud Health Technol Inform","2024","2024/09/05","","","10.3233/SHTI240850"
"31094359","Fast Healthcare Interoperability Resources, Clinical Quality Language, and Systematized Nomenclature of Medicine-Clinical Terms in Representing Clinical Evidence Logic Statements for the Use of Imaging Procedures: Descriptive Study","Odigie E, Lacson R, Raja A, Osterbur D, Ip I, Schneider L, Khorasani R.","JMIR Med Inform. 2019 May 13;7(2):e13590. doi: 10.2196/13590.","Odigie E","JMIR Med Inform","2019","2019/05/17","PMC6535979","","10.2196/13590"
"31559270","Actionable digital phenotyping: a framework for the delivery of just-in-time and longitudinal interventions in clinical healthcare","Vaidyam A, Halamka J, Torous J.","Mhealth. 2019 Aug 12;5:25. doi: 10.21037/mhealth.2019.07.04. eCollection 2019.","Vaidyam A","Mhealth","2019","2019/09/28","PMC6737424","","10.21037/mhealth.2019.07.04"
"39070966","Development and initial validation of a data quality evaluation tool in obstetrics real-world data through HL7-FHIR interoperable Bayesian networks and expert rules","Coutinho-Almeida J, Saez C, Correia R, Rodrigues PP.","JAMIA Open. 2024 Jul 27;7(3):ooae062. doi: 10.1093/jamiaopen/ooae062. eCollection 2024 Oct.","Coutinho-Almeida J","JAMIA Open","2024","2024/07/29","PMC11283181","","10.1093/jamiaopen/ooae062"
"29295069","Development of Parkinson Patient Generated Data Collection Platform Using FHIR and IoT Devices","Kim DY, Hwang SH, Kim MG, Song JH, Lee SW, Kim IK.","Stud Health Technol Inform. 2017;245:141-145.","Kim DY","Stud Health Technol Inform","2017","2018/01/04","","",""
"33215075","Design and development of referrals automation, a SMART on FHIR solution to improve patient access to specialty care","Odisho AY, Lui H, Yerramsetty R, Bautista F, Gleason N, Martin E, Young JJ, Blum M, Neinstein AB.","JAMIA Open. 2020 Oct 28;3(3):405-412. doi: 10.1093/jamiaopen/ooaa036. eCollection 2020 Oct.","Odisho AY","JAMIA Open","2020","2020/11/20","PMC7660949","","10.1093/jamiaopen/ooaa036"
"40051575","An Interoperable Machine Learning Pipeline for Pediatric Obesity Risk Estimation","Fayyaz H, Gupta M, Perez Ramirez A, Jurkovitz C, Bunnell HT, Phan TT, Beheshti R.","Proc Mach Learn Res. 2024 Dec;259:308-324.","Fayyaz H","Proc Mach Learn Res","2024","2025/03/07","PMC11884402","NIHMS2060714",""
"33682004","Human-centered development of an electronic health record-embedded, interactive information visualization in the emergency department using fast healthcare interoperability resources","Thayer JG, Ferro DF, Miller JM, Karavite D, Grundmeier RW, Utidjian L, Zorc JJ.","J Am Med Inform Assoc. 2021 Jul 14;28(7):1401-1410. doi: 10.1093/jamia/ocab016.","Thayer JG","J Am Med Inform Assoc","2021","2021/03/08","PMC8279791","","10.1093/jamia/ocab016"
"39106671","The sample locator: A federated search tool for biosamples and associated data in Europe using HL7 FHIR","Engels C, Kern J, Dudová Z, Deppenwiese N, Kiel A, Kroll B, Kussel T, Schüttler C, Tomášik R, Hummel M, Lablans M; German Biobank Alliance (GBA) IT development team.","Comput Biol Med. 2024 Sep;180:108941. doi: 10.1016/j.compbiomed.2024.108941. Epub 2024 Aug 5.","Engels C","Comput Biol Med","2024","2024/08/06","","","10.1016/j.compbiomed.2024.108941"
"30741177","FHIRForm: An Open-Source Framework for the Management of Electronic Forms in Healthcare","Eapen BR, Costa A, Archer N, Sartipi K.","Stud Health Technol Inform. 2019;257:80-85.","Eapen BR","Stud Health Technol Inform","2019","2019/02/12","","",""
"26647592","Lighting the Mobile Information FHIR","Anwar M, Doss C.","J AHIMA. 2015 Sep;86(9):30-4.","Anwar M","J AHIMA","2015","2015/12/10","","",""
"30942732","Interoperability Improvement of Mobile Patient Survey (MoPat) Implementing Fast Health Interoperability Resources (FHIR)","Storck M, Hollenberg L, Dugas M, Soto-Rey I.","Stud Health Technol Inform. 2019;258:141-145.","Storck M","Stud Health Technol Inform","2019","2019/04/04","","",""
"38903818","Streamlining intersectoral provision of real-world health data: a service platform for improved clinical research and patient care","Hoffmann K, Nesterow I, Peng Y, Henke E, Barnett D, Klengel C, Gruhl M, Bartos M, Nüßler F, Gebler R, Grummt S, Seim A, Bathelt F, Reinecke I, Wolfien M, Weidner J, Sedlmayr M.","Front Med (Lausanne). 2024 Jun 5;11:1377209. doi: 10.3389/fmed.2024.1377209. eCollection 2024.","Hoffmann K","Front Med (Lausanne)","2024","2024/06/21","PMC11188485","","10.3389/fmed.2024.1377209"
"33417587","Interoperable Platform to Report Polymerase Chain Reaction SARS-CoV-2 Tests From Laboratories to the Chilean Government: Development and Implementation Study","Guinez-Molinos S, Andrade JM, Medina Negrete A, Espinoza Vidal S, Rios E.","JMIR Med Inform. 2021 Jan 20;9(1):e25149. doi: 10.2196/25149.","Guinez-Molinos S","JMIR Med Inform","2021","2021/01/08","PMC7819671","","10.2196/25149"
"34328444","Analyzing Patient Secure Messages Using a Fast Health Care Interoperability Resources (FIHR)-Based Data Model: Development and Topic Modeling Study","De A, Huang M, Feng T, Yue X, Yao L.","J Med Internet Res. 2021 Jul 30;23(7):e26770. doi: 10.2196/26770.","De A","J Med Internet Res","2021","2021/07/30","PMC8367168","","10.2196/26770"
"34673922","ASH Research Collaborative: a real-world data infrastructure to support real-world evidence development and learning healthcare systems in hematology","Wood WA, Marks P, Plovnick RM, Hewitt K, Neuberg DS, Walters S, Dolan BK, Tucker EA, Abrams CS, Thompson AA, Anderson KC, Kluetz P, Farrell A, Rivera D, Gertzog M, Pappas G.","Blood Adv. 2021 Dec 14;5(23):5429-5438. doi: 10.1182/bloodadvances.2021005902.","Wood WA","Blood Adv","2021","2021/10/21","PMC9153041","","10.1182/bloodadvances.2021005902"
"31259021","Preliminary evaluation of the Chest Pain Dashboard, a FHIR-based approach for integrating health information exchange information directly into the clinical workflow","Schleyer TKL, Rahurkar S, Baublet AM, Kochmann M, Ning X, Martin DK, Finnell JT, Kelley KW; FHIR Development Team; Schaffer JT.","AMIA Jt Summits Transl Sci Proc. 2019 May 6;2019:656-664. eCollection 2019.","Schleyer TKL","AMIA Jt Summits Transl Sci Proc","2019","2019/07/02","PMC6568135","",""
"31118316","Exchanging Appointment Data Among Healthcare Institutions","Kyburz P, Gfeller S, Bürkle T, Denecke K.","Stud Health Technol Inform. 2019;260:33-40.","Kyburz P","Stud Health Technol Inform","2019","2019/05/24","","",""
"30355549","Validation and Testing of Fast Healthcare Interoperability Resources Standards Compliance: Data Analysis","Walonoski J, Scanlon R, Dowling C, Hyland M, Ettema R, Posnack S.","JMIR Med Inform. 2018 Oct 23;6(4):e10870. doi: 10.2196/10870.","Walonoski J","JMIR Med Inform","2018","2018/10/26","PMC6231749","","10.2196/10870"
"38366291","Visualizing Clinical Data Retrieval and Curation in Multimodal Healthcare AI Research: A Technical Note on RIL-workflow","Ganjizadeh A, Zawada SJ, Langer SG, Erickson BJ.","J Imaging Inform Med. 2024 Jun;37(3):1239-1247. doi: 10.1007/s10278-024-00977-3. Epub 2024 Feb 16.","Ganjizadeh A","J Imaging Inform Med","2024","2024/02/17","PMC11169146","","10.1007/s10278-024-00977-3"
"27392645","Developing a data element repository to support EHR-driven phenotype algorithm authoring and execution","Jiang G, Kiefer RC, Rasmussen LV, Solbrig HR, Mo H, Pacheco JA, Xu J, Montague E, Thompson WK, Denny JC, Chute CG, Pathak J.","J Biomed Inform. 2016 Aug;62:232-42. doi: 10.1016/j.jbi.2016.07.008. Epub 2016 Jul 5.","Jiang G","J Biomed Inform","2016","2016/07/10","PMC5490836","NIHMS803865","10.1016/j.jbi.2016.07.008"
"39234712","Design and Implementation of a Community Driven Clinical Trial Information Management System for Precision Oncology Settings","Mathes G, Bochum S, Werner P, Fegeler C, Sigle S.","Stud Health Technol Inform. 2024 Aug 30;317:105-114. doi: 10.3233/SHTI240844.","Mathes G","Stud Health Technol Inform","2024","2024/09/05","","","10.3233/SHTI240844"
"35155997","FHIRedApp: a LEAP in health information technology for promoting patient access to their medical information","Khurshid A, Oliveira E, Nordquist E, Lakshminarayanan V, Abrol V.","JAMIA Open. 2021 Dec 28;4(4):ooab109. doi: 10.1093/jamiaopen/ooab109. eCollection 2021 Oct.","Khurshid A","JAMIA Open","2021","2022/02/14","PMC8826978","","10.1093/jamiaopen/ooab109"
"38860204","Transforming evidence-based clinical guidelines into implementable clinical decision support services: the CAREPATH study for multimorbidity management","Gencturk M, Laleci Erturkmen GB, Akpinar AE, Pournik O, Ahmad B, Arvanitis TN, Schmidt-Barzynski W, Robbins T, Alcantud Corcoles R, Abizanda P.","Front Med (Lausanne). 2024 May 27;11:1386689. doi: 10.3389/fmed.2024.1386689. eCollection 2024.","Gencturk M","Front Med (Lausanne)","2024","2024/06/11","PMC11163046","","10.3389/fmed.2024.1386689"
"26262397","A Standards-based Semantic Metadata Repository to Support EHR-driven Phenotype Authoring and Execution","Jiang G, Solbrig HR, Kiefer R, Rasmussen LV, Mo H, Speltz P, Thompson WK, Denny JC, Chute CG, Pathak J.","Stud Health Technol Inform. 2015;216:1098.","Jiang G","Stud Health Technol Inform","2015","2015/08/12","PMC4898771","NIHMS791419",""
"39401125","Bridging Data Models in Health Care With a Novel Intermediate Query Format for Feasibility Queries: Mixed Methods Study","Rosenau L, Gruendner J, Kiel A, Köhler T, Schaffer B, Majeed RW.","JMIR Med Inform. 2024 Oct 14;12:e58541. doi: 10.2196/58541.","Rosenau L","JMIR Med Inform","2024","2024/10/14","PMC11493108","","10.2196/58541"
"29726419","Towards a Single Data Exchange Standard for Use in Healthcare and in Clinical Research","Aerts J.","Stud Health Technol Inform. 2018;248:55-63.","Aerts J","Stud Health Technol Inform","2018","2018/05/05","","",""
"32477698","Developing a FHIR-based Framework for Phenome Wide Association Studies: A Case Study with A Pan-Cancer Cohort","Zong N, Sharma DK, Yu Y, Egan JB, Davila JI, Wang C, Jiang G.","AMIA Jt Summits Transl Sci Proc. 2020 May 30;2020:750-759. eCollection 2020.","Zong N","AMIA Jt Summits Transl Sci Proc","2020","2020/06/02","PMC7233075","",""
"31581246","KETOS: Clinical decision support and machine learning as a service - A training and deployment platform based on Docker, OMOP-CDM, and FHIR Web Services","Gruendner J, Schwachhofer T, Sippl P, Wolf N, Erpenbeck M, Gulden C, Kapsner LA, Zierk J, Mate S, Stürzl M, Croner R, Prokosch HU, Toddenroth D.","PLoS One. 2019 Oct 3;14(10):e0223010. doi: 10.1371/journal.pone.0223010. eCollection 2019.","Gruendner J","PLoS One","2019","2019/10/04","PMC6776354","","10.1371/journal.pone.0223010"
"34346894","A Worker-Centered Personal Health Record App for Workplace Health Promotion Using National Health Care Data Sets: Design and Development Study","Park HS, Kim KI, Chung HY, Jeong S, Soh JY, Hyun YH, Kim HS.","JMIR Med Inform. 2021 Aug 4;9(8):e29184. doi: 10.2196/29184.","Park HS","JMIR Med Inform","2021","2021/08/04","PMC8374662","","10.2196/29184"
