Title,Authors,Publication Year,DOI
User-Centered Design and Implementation of an Interoperable FHIR Application for Pediatric Pneumonia Prognostication in a Randomized Trial,"Turer RW, Gradwohl SC, Stassun J, Johnson J, Slagle JM, Reale C, Beebe R, Nian H, Zhu Y, Albert D, Coffman T, Alaw H, Wilson T, Just S, Peguillan P, Freeman H, Arnold DH, Martin JM, Suresh S, Coglio S, Hixon R, Ampofo K, Pavia AT, Weinger MB, Williams DJ, Weitkamp AO.",2024,10.1055/a-2297-9129
Identifcation of FHIR Usage Patterns in IHE Profiles,Staemmler M.,2021,10.3233/SHTI210176
Push Button Population Health: The SMART/HL7 FHIR Bulk Data Access Application Programming Interface,"Mandl KD, Gottlieb D, Mandel JC, Ignatov V, Sayeed R, Grieve G, Jones J, Ellis A, Culbertson A.",2020,10.1038/s41746-020-00358-4
Integrating an Electronic Health Record System into a Regional Health Information System: An HL7 FHIR Architecture,"Lazarova E, Mora S, Rubartelli P, Cosolito Vitale A, Pareto L, Maggi N, Ruggiero C, Giacomini M.",2021,10.3233/SHTI210357
Experience in Developing an FHIR Medical Data Management Platform to Provide Clinical Decision Support,"Semenov I, Osenev R, Gerasimov S, Kopanitsa G, Denisov D, Andreychuk Y.",2019,10.3390/ijerph17010073
A FHIR Human Leukocyte Antigen (HLA) Interface for Platelet Transfusion Support,"Gordon WJ, Baronas J, Lane WJ.",2017,10.4338/ACI-2017-01-CR-0010
Creation of a structured molecular genomics report for Germany as a local adaption of HL7's Genomic Reporting Implementation Guide,"Stellmach C, Sass J, Auber B, Boeker M, Wienker T, Heidel AJ, Benary M, Schumacher S, Ossowski S, Klauschen F, Möller Y, Schmutzler R, Ustjanzew A, Werner P, Tomczak A, Hölter T, Thun S.",2023,10.1093/jamia/ocad061
Fit for Purpose: Analyzing the German Archiving and Exchange Interface for Medical Practice Management Systems,"Barkow L, Meincke O, Ulrich H, Ingenerf J.",2021,10.3233/SHTI210054
"ELGA Terminology Server for Clinical Decision Support: A Case-Study Using an Existing Knowledge Base, CDS Hooks and FHIR","Lanyi L, Rinner C.",2023,10.3233/SHTI230025
Structured Queries to AQL: Querying OpenEHR Data Leveraging a FHIR-Based Infrastructure for Federated Feasibility Queries,"Rosenau L, Ingenerf J.",2024,10.3233/SHTI230922
Implementing CDS Hooks Communication in an Arden-Syntax-Based Clinical Decision Support Platform,"Spineth M, Rappelsberger A, Adlassnig KP.",2018,
Development of a repository of computable phenotype definitions using the clinical quality language,"Brandt PS, Pacheco JA, Rasmussen LV.",2021,10.1093/jamiaopen/ooab094
Collaborative Program to Evaluate Real World Data for Use in Clinical Studies and Regulatory Decision Making,"Zozus MN, Choi BY, Garza MY, Facile R, Lanham HJ, Wang Z, Sanns B, Maallah M, Wei HG, Cramer AN, Eisenstein EL.",2023,
Building Interoperable FHIR-Based Vocabulary Mapping Services: A Case Study of OHDSI Vocabularies and Mappings,"Jiang G, Kiefer R, Prud'hommeaux E, Solbrig HR.",2017,
Synergies Among Health Data Projects with Cancer Use Cases Based on Health Standards,"Gyrard A, Gribbon P, Hussein R, Abedian S, Bonmati LM, Cabornero GL, Manias G, Danciu G, Dalmiani S, Autexier S, van Nuland R, Jendrossek M, Avramidis I, Alvarez EG.",2024,10.3233/SHTI240649
Comparing the Accuracy of Traditional vs. FHIR®-Based Extraction of Electronic Health Record Data for Two Clinical Trials,"Garza MY, Spencer C, Hamidi M, Liss M, Bikkanuri M, Syed M, Yadav S, Bhardwaj G, Chahal APS, Goodman K, Choi BY, Eisenstein EL, Zozus M.",2024,10.3233/SHTI240666
VACtrac: enhancing access immunization registry data for population outreach using the Bulk Fast Healthcare Interoperable Resource (FHIR) protocol,"Lenert L, Jacobs J, Agnew J, Ding W, Kirchoff K, Weatherston D, Deans K.",2022,10.1093/jamia/ocac237
Using Fast Healthcare Interoperability Resources (FHIR) for the Integration of Risk Minimization Systems in Hospitals,"Saleh K, Stucke S, Uciteli A, Faulbrück-Röhr S, Neumann J, Tahar K, Ammon D, Schmidt T, Neumuth T, Besting A, Portheine F, Herre H, Kaeding A, Specht M.",2017,
End user information needs for a SMART on FHIR-based automated transfer form to support the care of nursing home patients during emergency department visits,"Vest JR, Unruh MA, Hilts KE, Sanner L, Jones J, Khokhar S, Jung HY.",2021,
Cumulus: A federated EHR-based learning system powered by FHIR and AI,"McMurry AJ, Gottlieb DI, Miller TA, Jones JR, Atreja A, Crago J, Desai PM, Dixon BE, Garber M, Ignatov V, Kirchner LA, Payne PRO, Saldanha AJ, Shankar PRV, Solad YV, Sprouse EA, Terry M, Wilcox AB, Mandl KD.",2024,10.1101/2024.02.02.24301940
Reusable Generic Clinical Decision Support System Module for Immunization Recommendations in Resource-Constraint Settings,"Orlioglu S, Boobalan AS, Abanyie K, Boyce RD, Min H, Gong Y, Sittig DF, Biondich P, Wright A, Nøhr C, Law T, Robinson D, Faxvaag A, Hubig N, Gimbel R, Rennert L, Jing X.",2024,10.1101/2024.09.22.24314152
Towards Interoperability in Clinical Research: Enabling FHIR on the Open Source Research Platform XNAT,"Khvastova M, Witt M, Krefting D.",2019,
FHIR PIT: an open software application for spatiotemporal integration of clinical data and environmental exposures data,"Xu H, Cox S, Stillwell L, Pfaff E, Champion J, Ahalt SC, Fecho K.",2020,10.1186/s12911-020-1056-9
Design for a Modular Clinical Trial Recruitment Support System Based on FHIR and OMOP,"Reinecke I, Gulden C, Kümmel M, Nassirian A, Blasini R, Sedlmayr M.",2020,10.3233/SHTI200142
FHIR: FHIR's Normative Stage Coming Soon; EHR Vendors Make Ready,Slabodkin G.,2016,
Modeling Medical Guidelines by Prova and SHACL Accessing FHIR/RDF. Use Case: The Medical ABCDE Approach,"Kober G, Robaldo L, Paschke A.",2022,10.3233/SHTI220348
Perspectives and Obstacles for Transforming Terminologies into FHIR CodeSystems Exemplified by Alpha-ID,"Rajput AM, Drenkhahn C.",2021,10.3233/SHTI210151
Interoperable genetic lab test reports: mapping key data elements to HL7 FHIR specifications and professional reporting guidelines,"Khalifa A, Mason CC, Garvin JH, Williams MS, Del Fiol G, Jackson BR, Bleyl SB, Alterovitz G, Huff SM.",2021,10.1093/jamia/ocab201
Heart on FHIR: Integrating Patient Generated Data into Clinical Care to Reduce 30 Day Heart Failure Readmissions (Extended Abstract),"Bergquist T, Buie RW, Li K, Brandt P.",2018,
Advancing Healthcare Through Interoperability: Implementing Scalable Solutions for Patient Data Integration,"Gour S, Peake A, Tong C, Churm J, Ahmad B, Pournik O, Arvanitis TN.",2024,10.3233/SHTI240390
PCEtoFHIR: Decomposition of Postcoordinated SNOMED CT Expressions for Storage as HL7 FHIR Resources,"Ohlsen T, Ingenerf J, Essenwanger A, Drenkhahn C.",2024,10.2196/57853
InterAgent on FHIR - Lessons Learned from Implementing an Intelligent Tutoring System with the Help of HL7 FHIR,"Frey N, Haffer N, Vogelsang L, Saß J, Gatrio M, Thun S, Balzer F, Möckel M, Landgraf P.",2024,10.3233/SHTI240851
Synthetic Data Generation in Hematology - Paving the Way for OMOP and FHIR Integration,"Hahn W, Ahmadi N, Hoffmann K, Eckardt JN, Sedlmayr M, Wolfien M.",2024,10.3233/SHTI240692
Assessing the use of HL7 FHIR for implementing the FAIR guiding principles: a case study of the MIMIC-IV Emergency Department module,"van Damme P, Löbe M, Benis N, de Keizer NF, Cornet R.",2024,10.1093/jamiaopen/ooae002
Utilising the FOXS Stack for FAIR Architected Data Access,"Meredith J, Whitehead N, Dacey M.",2021,10.3233/SHTI210832
Modeling cancer clinical trials using HL7 FHIR to support downstream applications: A case study with colorectal cancer data,"Zong N, Stone DJ, Sharma DK, Wen A, Wang C, Yu Y, Huang M, Liu S, Liu H, Shi Q, Jiang G.",2021,10.1016/j.ijmedinf.2020.104308
FHIR Lab Reports: using SMART on FHIR and CDS Hooks to increase the clinical utility of pharmacogenomic laboratory test results,"Watkins M, Eilbeck K.",2020,
Evaluating Manual Mappings of Russian Proprietary Formats and Terminologies to FHIR,"Lenivtceva ID, Kopanitsa G.",2019,10.1055/s-0040-1702154
[Integration of large language models into the clinic : Revolution in analysing and processing patient data to increase efficiency and quality in radiology],"Arnold P, Henkel M, Bamberg F, Kotter E.",2025,10.1007/s00117-025-01431-3
ONCO-FAIR Project: Improving Data Interoperability in Oncology Chemotherapy Treatments for Data Reuse,"Guilbert B, Rieu T, Delamarre D, Laurent F, Serre F, Leroy S, Paillard E, Le Buhan N, Ribault A, Cuggia M.",2024,10.3233/SHTI240667
Clinical Decision Support to Reduce Opioid Prescriptions for Dental Extractions using SMART on FHIR: Implementation Report,"Rindal DB, Pasumarthi DP, Thirumalai V, Truitt AR, Asche SE, Worley DC, Kane SM, Gryczynski J, Mitchell SG.",2023,10.2196/45636
Implementation of a HL7-CQL Engine Using the Graph Database Neo4J,"Fette G, Kaspar M, Liman L, Ertl M, Krebs J, Störk S, Puppe F.",2019,10.3233/SHTI190804
Towards mHealth Assessment Guidelines for interoperability: HL7 FHIR,"Chronaki C, Ploeg F.",2016,
High Performance Computing on Flat FHIR Files Created with the New SMART/HL7 Bulk Data Access Standard,"Liu D, Sahu R, Ignatov V, Gottlieb D, Mandl KD.",2020,
Towards Standardizing Ophthalmic Data for Seamless Interoperability in Eye Care,"Hoffmann K, Peng Y, Schlosser T, Stolze G, Langner H, Susky M, Meyer T, Ritter M, Kowerko D, Kakkassery V, Wolfien M, Sedlmayr M.",2024,10.3233/SHTI240849
Development of an HL7 FHIR Architecture for Implementation of a Knowledge-based Interdisciplinary EHR,"Seitz MW, Listl S, Knaup P.",2019,10.3233/SHTI190067
The ecosystem of apps and software integrated with certified health information technology,"Barker W, Johnson C.",2021,10.1093/jamia/ocab171
Measuring the Coverage of the HL7® FHIR® Standard in Supporting Data Acquisition for 3 Public Health Registries,"Bikkanuri M, Robins TT, Wong L, Seker E, Greer ML, Williams TB, Garza MY.",2024,10.1007/s10916-023-02033-z
Making Science Computable Using Evidence-Based Medicine on Fast Healthcare Interoperability Resources: Standards Development Project,"Soares A, Schilling LM, Richardson J, Kommadi B, Subbian V, Dehnbostel J, Shahin K, Robinson KA, Afzal M, Lehmann HP, Kunnamo I, Alper BS.",2024,10.2196/54265
An Empirical Approach to Enhancing Terminology Binding - An HL7 FHIR SNOMED CT Example,"Gøeg KR, Hummeluhr M.",2018,
A Framework for Criteria-Based Selection and Processing of Fast Healthcare Interoperability Resources (FHIR) Data for Statistical Analysis: Design and Implementation Study,"Gruendner J, Gulden C, Kampf M, Mate S, Prokosch HU, Zierk J.",2021,10.2196/25645
FhirSpark - Implementing a Mediation Layer to Bring FHIR to the cBioPortal for Cancer Genomics,"Reimer N, Unberath P, Busch H, Ingenerf J.",2021,10.3233/SHTI210169
Integrating Laboratory Testing Results at Point-of-Care in Hospital@Home Care Settings: A FHIR-Based Approach,"Medroa Inacio PM, Saltan M, Denecke K.",2024,10.3233/SHTI240055
Implementation of an HIV Case Based Surveillance Using Standards-Based Health Information Exchange in Rwanda,"Oluoch T, Byiringiro B, Tuyishime E, Kitema F, Ntwali L, Malamba S, Wilmore S, Remera E.",2024,10.3233/SHTI231090
A Data Ingestion Procedure towards a Medical Images Repository,"Solar M, Castañeda V, Ñanculef R, Dombrovskaia L, Araya M.",2024,10.3390/s24154985
The role of compression in large scale data transfer and storage of typical biomedical signals at hospitals,"Jacobsson M, Seoane F, Abtahi F.",2023,10.1177/14604582231213846
Standardized Communication Using FHIR and SNOMED CT in Treatment of Diabetic Foot Syndrome Within the Project iFoot,"Ludmann D, Pantazoglou E, Otten H.",2020,10.3233/SHTI200459
"Correction: The Fast Health Interoperability Resources (FHIR) Standard: Systematic Literature Review of Implementations, Applications, Challenges and Opportunities","Ayaz M, Pasha MF, Alzahrani MY, Budiarto R, Stiawan D.",2021,10.2196/32869
The development and electronic delivery of case-based learning using a fast healthcare interoperability resource system,"Braunstein ML, Oancea I, Barry BK, Darlington S, Steel J, Hansen DP, Battock J, Cheung D, Gan G, Hooper B, Lundin R, Nicol D, O'Brien J, Whittington S, Wilkinson C, Wong TT.",2019,10.1093/jamiaopen/ooz055
The Portal of Medical Data Models: Where Have We Been and Where Are We Going?,"Geßner S, Neuhaus P, Varghese J, Bruland P, Meidt A, Soto-Rey I, Storck M, Doods J, Dugas M.",2017,
Evolving Research Data Sharing Networks to Clinical App Sharing Networks,"Wagholikar KB, Jain R, Oliveira E, Mandel J, Klann J, Colas R, Patil P, Yadav K, Mandl KD, Carton T, Murphy SN.",2017,
"Developing a Sustainable Shared Child's Health Record in Low Resources Setting, Lao PDR","Sorsavanh T, Mori Y, Yamamoto G, Liu C, Kuroda T.",2024,10.3233/SHTI240657
Automated Clinical Trial Cohort Definition and Evaluation with CQL and CDS-Hooks,"Schwab A, Lin AM, Winkler S.",2024,10.3233/SHTI240028
Assessment of HL7 FHIR Interoperability Between EHR Systems and the Survivorship Passport v2.0 Platform to Generate Treatment Summaries for Childhood Cancer Survivors in Six Clinics: Preliminary Testing Results,"Saraceno D, Chronaki C, Cangioli G, Filbert AL, Muraca M, Berti A, Rielli R, Thomopulos N, Knoerr L, Walz D, Neumann A, Beccaria A, Aulicino A, Nicolas B, Cavalca G, Uyttebroeck A, van Helvoirt M, Brié T, Vanden Meersch E, Ladenstein R, Bardi E, Schreier G, Beyer S, Müllner-Rieder M, Tormo Alcañiz MT, Cervero Beltran L, Rascon J, Kapitančukė M, Trinkūnas J, Stukaitė-Ruibienė E, Ragauskas P, Ciesiūnienė A, Haupt R, Grabow D.",2024,10.3233/SHTI240646
A novel application of SMART on FHIR architecture for interoperable and scalable integration of patient-reported outcome data with electronic health records,"Wesley DB, Blumenthal J, Shah S, Littlejohn RA, Pruitt Z, Dixit R, Hsiao CJ, Dymek C, Ratwani RM.",2021,10.1093/jamia/ocab110
Automated Production of Research Data Marts from a Canonical Fast Healthcare Interoperability Resource (FHIR) Data Repository: Applications to COVID-19 Research,"Lenert LA, Ilatovskiy AV, Agnew J, Rudsill P, Jacobs J, Weatherston D, Deans K.",2021,10.1101/2021.03.11.21253384
Minimal Common Oncology Data Elements Genomics Pilot Project: Enhancing Oncology Research Through Electronic Health Record Interoperability at Vanderbilt University Medical Center,"Li Y, Ye J, Huang Y, Wu J, Liu X, Ahmed S, Osterman T.",2024,10.1200/CCI.23.00249
Establishing a multidisciplinary initiative for interoperable electronic health record innovations at an academic medical center,"Kawamoto K, Kukhareva PV, Weir C, Flynn MC, Nanjo CJ, Martin DK, Warner PB, Shields DE, Rodriguez-Loya S, Bradshaw RL, Cornia RC, Reese TJ, Kramer HS, Taft T, Curran RL, Morgan KL, Borbolla D, Hightower M, Turnbull WJ, Strong MB, Chapman WW, Gregory T, Stipelman CH, Shakib JH, Hess R, Boltax JP, Habboushe JP, Sakaguchi F, Turner KM, Narus SP, Tarumi S, Takeuchi W, Ban H, Wetter DW, Lam C, Caverly TJ, Fagerlin A, Norlin C, Malone DC, Kaphingst KA, Kohlmann WK, Brooke BS, Del Fiol G.",2021,10.1093/jamiaopen/ooab041
Data Integration into OMOP CDM for Heterogeneous Clinical Data Collections via HL7 FHIR Bundles and XSLT,"Fischer P, Stöhr MR, Gall H, Michel-Backofen A, Majeed RW.",2020,10.3233/SHTI200138
An Automated Fast Healthcare Interoperability Resources-Based 12-Lead Electrocardiogram Mobile Alert System for Suspected Acute Coronary Syndrome,"Hur S, Lee J, Kim T, Choi JS, Kang M, Chang DK, Cha WC.",2020,10.3349/ymj.2020.61.5.416
Comparison of WebSocket and Hypertext Transfer Protocol for Transfer of Electronic Health Records,Kirilov N.,2024,10.3233/SHTI240023
Aggregating the syntactic and semantic similarity of healthcare data towards their transformation to HL7 FHIR through ontology matching,"Kiourtis A, Nifakos S, Mavrogiorgou A, Kyriazis D.",2019,10.1016/j.ijmedinf.2019.104002
Evaluating the Coverage of the HL7 (®) FHIR (®) Standard to Support eSource Data Exchange Implementations for use in Multi-Site Clinical Research Studies,"Garza MY, Rutherford M, Myneni S, Fenton S, Walden A, Topaloglu U, Eisenstein E, Kumar KR, Zimmerman KO, Rocca M, Gordon GS, Hume S, Wang Z, Zozus M.",2021,
The National Healthcare Safety Network's digital quality measures: CDC's automated measures for surveillance of patient safety,"Shehab N, Alschuler L, McILvenna S, Gonzaga Z, Laing A, deRoode D, Dantes RB, Betz K, Zheng S, Abner S, Stutler E, Geimer R, Benin AL.",2024,10.1093/jamia/ocae064
Automated Verification of Structured Questionnaires Using HL7,"Lackerbauer AM, Krauss O, Helm E.",2019,
Internal domain-specific language based on Arden Syntax and FHIR,"Kimura E, Ishihara K.",2015,
Balancing value and burden: the Centers for Medicare & Medicaid Services electronic Clinical Quality Measure (eCQM) Strategy Project,"Schreiber M, Krauss D, Blake B, Boone E, Almonte R.",2021,10.1093/jamia/ocab013
Automated production of research data marts from a canonical fast healthcare interoperability resource data repository: applications to COVID-19 research,"Lenert LA, Ilatovskiy AV, Agnew J, Rudisill P, Jacobs J, Weatherston D, Deans KR Jr.",2021,10.1093/jamia/ocab108
Design and Development of Learning Management System Huemul for Teaching Fast Healthcare Interoperability Resource: Algorithm Development and Validation Study,"Guinez-Molinos S, Espinoza S, Andrade J, Medina A.",2024,10.2196/45413
Evolving Software Architecture Design in Telemedicine: A PRISMA-based Systematic Review,"Jat AS, Grønli TM, Ghinea G, Assres G.",2024,10.4258/hir.2024.30.3.184
Development and implementation of patient-level prediction models of end-stage renal disease for type 2 diabetes patients using fast healthcare interoperability resources,"Wang S, Han J, Jung SY, Oh TJ, Yao S, Lim S, Hwang H, Lee HY, Lee H.",2022,10.1038/s41598-022-15036-6
AHD2FHIR: A Tool for Mapping of Natural Language Annotations to Fast Healthcare Interoperability Resources - A Technical Case Report,"Scheible R, Caliskan D, Fischer P, Thomczyk F, Zabka S, Schneider H, Boeker M, Schulz S, Prokosch HU, Gulden C.",2022,10.3233/SHTI220026
Integrating Structured and Unstructured EHR Data Using an FHIR-based Type System: A Case Study with Medication Data,"Hong N, Wen A, Shen F, Sohn S, Liu S, Liu H, Jiang G.",2018,
Composite CDE: modeling composite relationships between common data elements for representing complex clinical data,"Kim HH, Park YR, Lee S, Kim JH.",2020,10.1186/s12911-020-01168-0
An Extract-Transform-Load Process Design for the Incremental Loading of German Real-World Data Based on FHIR and OMOP CDM: Algorithm Development and Validation,"Henke E, Peng Y, Reinecke I, Zoch M, Sedlmayr M, Bathelt F.",2023,10.2196/47310
A Methodology for an Auto-Generated and Auto-Maintained HL7 FHIR OWL Ontology for Health Data Management,"Kilintzis V, Alexandropoulos VC, Beredimas N, Maglaveras N.",2021,10.3233/SHTI210824
Development of a code system for allergens and its integration into the HL7 FHIR AllergyIntolerance resource,"Kawazoe Y, Nagashima S, Yokota S, Ohe K.",2025,10.1016/j.ijmedinf.2024.105739
"Supporting integrated care with a flexible data management framework built upon Linked Data, HL7 FHIR and ontologies","Kilintzis V, Chouvarda I, Beredimas N, Natsiavas P, Maglaveras N.",2019,10.1016/j.jbi.2019.103179
Use of Semantic Interoperability to Improve the Urgent Continuity of Care in Danish ERs,"Andersen SNL, Brandsborg CM, Pape-Haugaard L.",2021,10.3233/SHTI210149
A Generic Transformation Approach for Complex Laboratory Data Using the Fast Healthcare Interoperability Resources Mapping Language: Method Development and Implementation,"Kruse J, Wiedekopf J, Kock-Schoppenhauer AK, Essenwanger A, Ingenerf J, Ulrich H.",2024,10.2196/57569
Implementation of the World Health Organization Minimum Dataset for Emergency Medical Teams to Create Disaster Profiles for the Indonesian SATUSEHAT Platform Using Fast Healthcare Interoperability Resources: Development and Validation Study,"Faisal HP, Nakayama M.",2024,10.2196/59651
Towards an Electronic Health Prevention Record Based on HL7 FHIR and the OMOP Common Data Model,"Falgenhauer M, Lauschensky A, Kreiner K, Beyer S, Reiter K, Ziegl A, Modre-Osprian R, Pfeifer B, Neururer S, Krestan S, Wagner H, Huber A, Plaikner S, Kuppelwieser S, Widschwendter M, Schreier G.",2024,10.3233/SHTI240020
"Formal Modelling of FHIR Based, Medical Data Exchange Using Algebraic Petri Nets","Bathelt F, Kümmel M, Helfer S, Kamann C, Sedlmayr M.",2020,10.3233/SHTI200230
A future-proof architecture for telemedicine using loose-coupled modules and HL7 FHIR,"Gøeg KR, Rasmussen RK, Jensen L, Wollesen CM, Larsen S, Pape-Haugaard LB.",2018,10.1016/j.cmpb.2018.03.010
Using Health IT Standards to Facilitate Metadata Exchange Between Research Data Management Systems,"Löbe M, Hu X, Klopfenstein SAI.",2024,10.3233/SHTI240676
Quality of Life as an Indicator for Care Delivery in Clinical Oncology Using FHIR,"Beutter CNL, Ross J, Werner P, Vladimirova D, Martens UM, Fegeler C.",2021,10.3233/SHTI210058
Childhood Cancer Survivorship Passport Challenges in the European Health Data Space,"Gazzarata R, Strübin M, Chronaki C, Cangioli G, Saraceno D, Schreier G, Beyer S, Trauner F, Gredinger G, Ladenstein R, Ae de Beijer I, Cavalca G, Trinkunas J, Cervero Beltran L, Vanautgaerden M, Kock-Schoppenhauer AK, Neumann A, Muraca M, Filbert AL, Haupt R, Grabow D; PanCareSurPass Consortium.",2024,10.3233/SHTI240651
A scalable and transparent data pipeline for AI-enabled health data ecosystems,"Namli T, Anıl Sınacı A, Gönül S, Herguido CR, Garcia-Canadilla P, Muñoz AM, Esteve AV, Ertürkmen GBL.",2024,10.3389/fmed.2024.1393123
Hands on the Medical Informatics Initiative Core Data Set - Lessons Learned from Converting the MIMIC-IV,"Ulrich H, Behrend P, Wiedekopf J, Drenkhahn C, Kock-Schoppenhauer AK, Ingenerf J.",2021,10.3233/SHTI210549
Capture of real-time data from electronic health records: scenarios and solutions,Kirilov N.,2024,10.21037/mhealth-24-2
"Biosignals, Standards and FHIR - The Way to Go?","Sauermann S, David V, Schlögl A, Egelkraut R, Frohner M, Pohn B, Urbauer P, Mense A.",2017,
Coordinated use of Health Level 7 standards to support clinical decision support: Case study with shared decision making and drug-drug interactions,"Thiess H, Del Fiol G, Malone DC, Cornia R, Sibilla M, Rhodes B, Boyce RD, Kawamoto K, Reese T.",2022,10.1016/j.ijmedinf.2022.104749
Towards real-world clinical data standardization: A modular FHIR-driven transformation pipeline to enhance semantic interoperability in healthcare,"Marfoglia A, Nardini F, Arcobelli VA, Moscato S, Mellone S, Carbonaro A.",2025,10.1016/j.compbiomed.2025.109745
Integrating Heterogeneous Data Sources for Cross-Institutional Data Sharing: Requirements Elicitation and Management in SMITH,"Tahar K, Müller C, Dürschmid A, Haferkamp S, Saleh K, Jürs P, Stäubert S, Gewehr JE, Zenker S, Ammon D, Wendt T.",2019,10.3233/SHTI190647
Development and Validation of the Radiology Common Data Model (R-CDM) for the International Standardization of Medical Imaging Data,"Park C, You SC, Jeon H, Jeong CW, Choi JW, Park RW.",2022,10.3349/ymj.2022.63.S74
Implementation of a Secured Cross-Institutional Data Collection Infrastructure by Applying HL7 FHIR on an Existing Distributed EMR Storages,"Tanaka K, Yamamoto R.",2020,10.3233/SHTI200517
Data standards for interoperability of care team information to support care coordination of complex pediatric patients,"Ranade-Kharkar P, Narus SP, Anderson GL, Conway T, Del Fiol G.",2018,10.1016/j.jbi.2018.07.009
The substance-exposed birthing person-infant/child dyad and health information exchange in the United States,"Bourgeois FC, Sinha A, Tuli G, Harper MB, Robbins VK, Jeffrey S, Brownstein JS, Jilani SM.",2025,10.1093/jamia/ocae315
Implementation of Fast Healthcare Interoperability Resources for an Integration of Laboratory and Hospital Information Systems,"Kopanitsa G, Ivanov A.",2018,
Feasibility of Implementation of a Mobile Digital Personal Health Record to Coordinate Care for Children and Youth With Special Health Care Needs in Primary Care: Protocol for a Mixed Methods Study,"Ming DY, Wong W, Jones KA, Antonelli RC, Gujral N, Gonzales S, Rogers U, Ratliff W, Shah N, King HA.",2023,10.2196/46847
Implementation of a Patient Summary Web Application According to the International Patient Summary and Validation in Common Use Cases in Japan,"Song C, Nakayama M.",2023,10.1007/s10916-023-01993-6
An In-Depth Exploration of Mapping openEHR and PGHD: A Case Study on Fitbit-Generated Data,"Abedian S, Taucher C, Perscha S, Djuris M, Hussein R, Hanke S.",2024,10.3233/SHTI240442
Shiny FHIR: An Integrated Framework Leveraging Shiny R and HL7 FHIR to Empower Standards-Based Clinical Data Applications,"Hong N, Prodduturi N, Wang C, Jiang G.",2017,
Improving Cancer Data Interoperability: The Promise of the Minimal Common Oncology Data Elements (mCODE) Initiative,"Osterman TJ, Terry M, Miller RS.",2020,10.1200/CCI.20.00059
Bridging the Gap between HL7 CDA and HL7 FHIR: A JSON Based Mapping,"Rinner C, Duftschmid G.",2016,
Development of an application concerning fast healthcare interoperability resources based on standardized structured medical information exchange version 2 data,"Xiao D, Song C, Nakamura N, Nakayama M.",2021,10.1016/j.cmpb.2021.106232
Application Programming Interfaces in Health Care: Findings from a Current-State Sociotechnical Assessment,"Dullabh P, Hovey L, Heaney-Huls K, Rajendran N, Wright A, Sittig DF.",2020,10.1055/s-0039-1701001
Establishing data elements and exchange standards to support long COVID healthcare and research,"Dolin G, Saitwal H, Bertodatti K, Mueller S, Bierman AS, Suls J, Brandt K, Camara DS, Leppry S, Jones E, Gallego E, Carlson D, Norton J.",2024,10.1093/jamiaopen/ooae095
Interoperability of health data using FHIR Mapping Language: transforming HL7 CDA to FHIR with reusable visual components,"Bossenko I, Randmaa R, Piho G, Ross P.",2024,10.3389/fdgth.2024.1480600
Use of Real-World FHIR Data Combined with Context-Sensitive Decision Modeling to Guide Sentinel Biopsy in Melanoma,"Beckmann CL, Lodde G, Swoboda J, Livingstone E, Böckmann B.",2024,10.3390/jcm13113353
Integrating a Secure and Generic Mobile App for Patient Reported Outcome Acquisition into an EHR Infrastructure Based on FHIR Resources,"Ploner N, Prokosch HU.",2020,10.3233/SHTI200310
Towards interoperable digital medication records on FHIR: development and technical validation of a minimal core dataset,"Salgado-Baez E, Heidepriem R, Delucchi Danhier R, Rinaldi E, Ravi V, Poncette AS, Dahlhaus I, Fürstenau D, Balzer F, Thun S, Sass J.",2025,10.2196/64099
SMART precision cancer medicine: a FHIR-based app to provide genomic information at the point of care,"Warner JL, Rioth MJ, Mandl KD, Mandel JC, Kreda DA, Kohane IS, Carbone D, Oreto R, Wang L, Zhu S, Yao H, Alterovitz G.",2016,10.1093/jamia/ocw015
Mapping Injection Order Messages to Health Level 7 Fast Healthcare Interoperability Resources to Collate Infusion Pump Data,"Doi S, Yokota S, Nagae Y, Takahashi K, Aoki M, Ohe K.",2024,10.1055/s-0043-1776699
HL7 launches Argonaut Project to advance FHIR interoperability standard,,2015,
Relevance of eHealth standards for big data interoperability in radiology and beyond,Marcheschi P.,2017,10.1007/s11547-016-0691-9
A Semantic Similarity Evaluation for Healthcare Ontologies Matching to HL7 FHIR Resources,"Kiourtis A, Mavrogiorgou A, Kyriazis D.",2020,10.3233/SHTI200113
Initial Real-World Pilot of the MedMorph Reference Architecture: Hepatitis C Surveillance and Research,"Michaels M, Botts NE, Hassell S, Mardon R, Pan ECR, Flanigan M, Chehab C, Liu S, Bocour A, Alexander M, Aponte A, Thompson ND.",2025,10.1055/a-2441-6100
Evaluation of technical approaches for real-time data transfer from electronic health record systems,"Kirilov N, Dugas M.",2024,10.1016/j.cmpb.2024.108347
Structurally Mapping Healthcare Data to HL7 FHIR through Ontology Alignment,"Kiourtis A, Mavrogiorgou A, Menychtas A, Maglogiannis I, Kyriazis D.",2019,10.1007/s10916-019-1183-y
Improving Healthcare Quality with a LHS: From Patient-Generated Health Data to Evidence-Based Recommendations,"Santos RL, Cruz-Correia R.",2024,10.3233/SHTI240387
A Validation Tool (VaPCE) for Postcoordinated SNOMED CT Expressions: Development and Usability Study,"Ohlsen T, Hofer V, Ingenerf J.",2025,10.2196/67984
