"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link"
"Giovanni D.; Luca L.; Francesca F.; Gianluigi Z.","Giovanni, Delussu (7801426575); Luca, Lianas (57192373602); Francesca, Frexia (12806326400); Gianluigi, Zanetti (57192381902)","7801426575; 57192373602; 12806326400; 57192381902","A scalable data access layer to manage structured heterogeneous biomedical data","2016","10.1371/journal.pone.0168004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006008620&doi=10.1371%2fjournal.pone.0168004&partnerID=40&md5=dda7c9a61dc8859b3072efd61aea058d"
"Qamar N.; Yang Y.; Nadas A.; Liu Z.","Qamar, Nafees (35422744600); Yang, Yilong (57201588421); Nadas, Andras (9042482800); Liu, Zhiming (35237843100)","35422744600; 57201588421; 9042482800; 35237843100","Querying Medical Datasets while Preserving Privacy","2016","10.1016/j.procs.2016.09.049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992343705&doi=10.1016%2fj.procs.2016.09.049&partnerID=40&md5=e74d00191b8c6eb119b494464b5438d0"
"Haarbrandt B.; Jack T.; Marschollek M.","Haarbrandt, Birger (56002551600); Jack, Thomas (7005552947); Marschollek, Michael (22734965900)","56002551600; 7005552947; 22734965900","Automated transformation of openEHR Data Instances to OWL","2016","10.3233/978-1-61499-645-3-63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971656025&doi=10.3233%2f978-1-61499-645-3-63&partnerID=40&md5=8c45dbb4ff566bca38216714517bf68c"
"Leslie H.; Bakke S.L.","Leslie, Heather (36818513600); Bakke, Silje Ljosland (57189575503)","36818513600; 57189575503","Peer review of clinical information models: A web 2.0 crowdsourced approach","2017","10.3233/978-1-61499-830-3-905","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040533793&doi=10.3233%2f978-1-61499-830-3-905&partnerID=40&md5=e77f239fd40fcc764575dc84790245f8"
"Christensen B.; Ellingsen G.","Christensen, Bente (36833475700); Ellingsen, Gunnar (6603056674)","36833475700; 6603056674","Evaluating Model-Driven Development for large-scale EHRs through the openEHR approach","2016","10.1016/j.ijmedinf.2016.02.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961873012&doi=10.1016%2fj.ijmedinf.2016.02.004&partnerID=40&md5=90e624d80da504456cd136f35f9cbd74"
"Pedersen R.; Ulriksen G.-H.; Ellingsen G.","Pedersen, Rune (36480172800); Ulriksen, Gro-Hilde (56728940100); Ellingsen, Gunnar (6603056674)","36480172800; 56728940100; 6603056674","The contextualization of archetypes: Clinical template governance","2015","10.3233/978-1-61499-574-6-166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983140035&doi=10.3233%2f978-1-61499-574-6-166&partnerID=40&md5=3c8800c60208c351d85fd57e45d1e183"
"Beštek M.; Stanimirović D.","Beštek, Mate (57188923010); Stanimirović, Dalibor (55348299700)","57188923010; 55348299700","Special topic interoperability and EHR: Combining openEHR, SNOMED, IHE, and continua as approaches to interoperability on national ehealth","2017","10.4338/ACI-2017-01-RA-0011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027330380&doi=10.4338%2fACI-2017-01-RA-0011&partnerID=40&md5=6fd1e99f3270037c6b74f34a37121da0"
"Chalopin C.; Lindner D.; Kropf S.; Denecke K.","Chalopin, Claire (6506500642); Lindner, Dirk (7103011600); Kropf, Stefan (57023515900); Denecke, Kerstin (24331428400)","6506500642; 7103011600; 57023515900; 24331428400","Archetype based patient data modeling to support treatment of pituitary adenomas","2015","10.3233/978-1-61499-564-7-178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952060411&doi=10.3233%2f978-1-61499-564-7-178&partnerID=40&md5=ad6360cf77f570183fc2a84d5cb874e3"
"Anani N.; Mazya M.V.; Chen R.; Prazeres Moreira T.; Bill O.; Ahmed N.; Wahlgren N.; Koch S.","Anani, Nadim (55560618000); Mazya, Michael V. (24829815800); Chen, Rong (56937364500); Prazeres Moreira, Tiago (15739741100); Bill, Olivier (36542277100); Ahmed, Niaz (7401846774); Wahlgren, Nils (7006020595); Koch, Sabine (56975881200)","55560618000; 24829815800; 56937364500; 15739741100; 36542277100; 7401846774; 7006020595; 56975881200","Applying openEHR's Guideline Definition Language to the SITS international stroke treatment registry: A European retrospective observational study","2017","10.1186/s12911-016-0401-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008613478&doi=10.1186%2fs12911-016-0401-5&partnerID=40&md5=4e01c41ddc4b3db5d7b61c8723c1d015"
"Curto-Millet D.; Shaikh M.","Curto-Millet, Daniel (57194603384); Shaikh, Maha (56363145000)","57194603384; 56363145000","The emergence of openness in open-source projects: The case of openEHR","2017","10.1057/s41265-017-0042-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021182428&doi=10.1057%2fs41265-017-0042-x&partnerID=40&md5=c370307a0668e2312f14f88c8205c16d"
"Chihab J.; Franke H.; McNicoll I.; Darlison M.W.","Chihab, Jamila (57200260307); Franke, Hildegard (57200254963); McNicoll, Ian (26653722600); Darlison, Matthew W. (7006669432)","57200260307; 57200254963; 26653722600; 7006669432","Developing the first generally-available openEHR archetypes and templates for physiotherapy: An example of building clinical models and modelling capacity via student-led academic-industrial collaboration","2017","10.3233/978-1-61499-830-3-1321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040509321&doi=10.3233%2f978-1-61499-830-3-1321&partnerID=40&md5=6078cf66a11e3de091d1630b8f87f2ba"
"Papez V.; Moucek R.","Papez, Vaclav (57157123300); Moucek, Roman (12768672600)","57157123300; 12768672600","Archetypes development in electrophysiology domain: Electroencephalography as a personal EHR system module","2015","10.5220/0005282806110616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938821933&doi=10.5220%2f0005282806110616&partnerID=40&md5=2e680e8f4636dfd1938710bf6d2d33f3"
"Papež V.; Mouček R.","Papež, Václav (57157123300); Mouček, Roman (12768672600)","57157123300; 12768672600","Applying an archetype-based approach to electroencephalography/event-related potential experiments in the EEGBase resource","2017","10.3389/fninf.2017.00024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021373491&doi=10.3389%2ffninf.2017.00024&partnerID=40&md5=dcf767fabb42809fa293ed091781d98e"
"Batra U.; Sachdeva S.; Mukherjee S.","Batra, Usha (24503967200); Sachdeva, Shelly (35956861000); Mukherjee, Saurabh (15058016900)","24503967200; 35956861000; 15058016900","Implementing healthcare interoperability utilizing SOA and data interchange agent","2015","10.1016/j.hlpt.2015.04.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939652965&doi=10.1016%2fj.hlpt.2015.04.005&partnerID=40&md5=c2c12d462aeb97b386501b566cd46bf2"
"Boscá D.; Maldonado J.A.; Moner D.; Robles M.","Boscá, Diego (16174111600); Maldonado, José Alberto (7102839727); Moner, David (16175977600); Robles, Montserrat (22433851100)","16174111600; 7102839727; 16175977600; 22433851100","Automatic generation of computable implementation guides from clinical information models","2015","10.1016/j.jbi.2015.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930690955&doi=10.1016%2fj.jbi.2015.04.002&partnerID=40&md5=8c1eb9bc0d5a995d1b950792d7cd6d03"
"Topaz M.; Seger D.L.; Goss F.; Lai K.; Slight S.P.; Lau J.J.; Nandigam H.; Zhou L.","Topaz, Maxim (54790231000); Seger, D.L. (7006027933); Goss, F. (54883327800); Lai, K. (59633287700); Slight, S.P. (55523613800); Lau, J.J. (56519065500); Nandigam, H. (56589031300); Zhou, L. (56518549100)","54790231000; 7006027933; 54883327800; 59633287700; 55523613800; 56519065500; 56589031300; 56518549100","Standard information models for representing adverse sensitivity information in clinical documents","2016","10.3414/ME15-01-0081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961784459&doi=10.3414%2fME15-01-0081&partnerID=40&md5=756fd54397c8669f1255003fe56e44f7"
"Souza S.M.P.C.; Gonçalves R.F.; Leonova E.; Puttini R.S.; Nascimento A.C.A.","Souza, S.M.P.C. (55101004400); Gonçalves, R.F. (56890500600); Leonova, E. (57188760760); Puttini, R.S. (6603013947); Nascimento, A.C.A. (7006631166)","55101004400; 56890500600; 57188760760; 6603013947; 7006631166","Privacy-ensuring electronic health records in the cloud","2017","10.1002/cpe.4045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008440117&doi=10.1002%2fcpe.4045&partnerID=40&md5=923b9163a5dc5e8d581704e7ed52a883"
"Carter E.W.; Sarkar I.N.; Melton G.B.; Chen E.S.","Carter, Elizabeth W. (53263386200); Sarkar, Indra Neil (15124590700); Melton, Genevieve B. (7006135479); Chen, Elizabeth S. (7402316202)","53263386200; 15124590700; 7006135479; 7402316202","Representation of Drug Use in Biomedical Standards, Clinical Text, and Research Measures","2015","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011741103&partnerID=40&md5=0e5589856a0ce6ccced2c3800e06f55e"
"Porn A.M.; Peres L.M.; Didonet Del Fabro M.","Porn, Alex Mateus (56940684500); Peres, Leticia Mara (54908204000); Didonet Del Fabro, Marcos (55941161600)","56940684500; 54908204000; 55941161600","A Process for the Representation of openEHR ADL Archetypes in OWL Ontologies","2015","10.3233/978-1-61499-564-7-827","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951958512&doi=10.3233%2f978-1-61499-564-7-827&partnerID=40&md5=d4f75d03ac6ac57176858f6f6b9822b6"
"El Helou S.; Karvonen T.; Yamamoto G.; Kume N.; Kobayashi S.; Kondo E.; Hiragi S.; Okamoto K.; Tamura H.; Kuroda T.","El Helou, Samar (57202852232); Karvonen, Tuukka (57192915536); Yamamoto, Goshiro (18039076900); Kume, Naoto (8680430400); Kobayashi, Shinji (55678926700); Kondo, Eiji (56219936900); Hiragi, Shusuke (56856741200); Okamoto, Kazuya (7403904736); Tamura, Hiroshi (58767448200); Kuroda, Tomohiro (9233475900)","57202852232; 57192915536; 18039076900; 8680430400; 55678926700; 56219936900; 56856741200; 7403904736; 58767448200; 9233475900","Generation of openEHR test datasets for benchmarking","2017","10.3233/978-1-61499-830-3-1266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040511776&doi=10.3233%2f978-1-61499-830-3-1266&partnerID=40&md5=c412159ade38d039928a5c1e1d12633d"
"Haarbrandt B.; Tute E.; Marschollek M.","Haarbrandt, Birger (56002551600); Tute, Erik (56107495100); Marschollek, Michael (22734965900)","56002551600; 56107495100; 22734965900","Automated population of an i2b2 clinical data warehouse from an openEHR-based data repository","2016","10.1016/j.jbi.2016.08.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987935091&doi=10.1016%2fj.jbi.2016.08.007&partnerID=40&md5=460c2d1c03e0fa2252f2a938ed8001d5"
"Stan O.; Avram C.; Stefan I.; Astilean A.","Stan, Ovidiu (55998341100); Avram, Camelia (24376026500); Stefan, Iulia (24829780100); Astilean, Adina (24376337600)","55998341100; 24376026500; 24829780100; 24376337600","Integrated innovative solutions to improve healthcare scheduling","2016","10.1109/AQTR.2016.7501301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979503779&doi=10.1109%2fAQTR.2016.7501301&partnerID=40&md5=df1929be13803ca001902880b055da9d"
"","","","An XSLT translator for the openEHR archetype definition language","2017","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049654525&partnerID=40&md5=449fa55fedf858a439a1500f1cab323f"
"Pedersen R.; Ulriksen G.-H.; Ellingsen G.","Pedersen, Rune (36480172800); Ulriksen, Gro-Hilde (56728940100); Ellingsen, Gunnar (6603056674)","36480172800; 56728940100; 6603056674","The Contextualization of Archetypes: Clinical Template Governance","2015","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047596693&partnerID=40&md5=c94eb6ad8a920c8f0add95d0b6b0e3c8"
"Lin C.-H.; Fann Y.-C.; Liou D.-M.","Lin, Ching-Heng (56347872200); Fann, Yang-Cheng (55977835400); Liou, Der-Ming (7003450058)","56347872200; 55977835400; 7003450058","An exploratory study using an openEHR 2-level modeling approach to represent common data elements","2016","10.1093/jamia/ocv137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995809772&doi=10.1093%2fjamia%2focv137&partnerID=40&md5=63da7e6b9c4a534611fa12a0fb3e5729"
"Rizi S.A.M.; Roudsari A.","Rizi, Seyed Ali Mussavi (56042520200); Roudsari, Abdul (6603771708)","56042520200; 6603771708","A survey of standard information models for clinical decision support systems","2017","10.3233/978-1-61499-742-9-249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012294431&doi=10.3233%2f978-1-61499-742-9-249&partnerID=40&md5=7a81d43280d0b402eade1b90e3cc7777"
"Marco-Ruiz L.; Moner D.; Maldonado J.A.; Kolstrup N.; Bellika J.G.","Marco-Ruiz, Luis (56347504900); Moner, David (16175977600); Maldonado, José A. (7102839727); Kolstrup, Nils (6701822899); Bellika, Johan G. (8598934500)","56347504900; 16175977600; 7102839727; 6701822899; 8598934500","Archetype-based data warehouse environment to enable the reuse of electronic health record data","2015","10.1016/j.ijmedinf.2015.05.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946500646&doi=10.1016%2fj.ijmedinf.2015.05.016&partnerID=40&md5=e3a871d4996be4b04da8d1cfaede7235"
"Flemming D.; Przysucha M.; Hübner U.","Flemming, D. (35071306200); Przysucha, M. (56901394900); Hübner, U. (23496620100)","35071306200; 56901394900; 23496620100","Cognitive maps to visualise clinical cases in handovers: Design, implementation, usability, and attractiveness testing","2015","10.3414/ME15-02-0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944064772&doi=10.3414%2fME15-02-0001&partnerID=40&md5=426f24a5fb540cac35af226cdfd63ec2"
"González-Ferrer A.; Peleg M.; Marcos M.; Maldonado J.A.","González-Ferrer, A. (23469300200); Peleg, M. (55928701300); Marcos, M. (7103197520); Maldonado, J.A. (7102839727)","23469300200; 55928701300; 7103197520; 7102839727","Analysis of the process of representing clinical statements for decision-support applications: a comparison of openEHR archetypes and HL7 virtual medical record","2016","10.1007/s10916-016-0524-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971641057&doi=10.1007%2fs10916-016-0524-3&partnerID=40&md5=3a7d86092176a5a9e5c903100494a60e"
"Bertoncello V.S.; Da Costa C.A.; Da Rosa Righi R.","Bertoncello, Vitor Secretti (57193125268); Da Costa, Cristiano André (34976368800); Da Rosa Righi, Rodrigo (24825663800)","57193125268; 34976368800; 24825663800","A dynamic personal health record with semantic interoperability support","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010955789&partnerID=40&md5=84f771b556d9539316b7fc63688b1ede"
"Gomes P.; Frade S.; Castro A.; Cruz-Correia R.; Coimbra M.","Gomes, P. (56034745200); Frade, S. (55948708500); Castro, A. (59172434100); Cruz-Correia, R. (8849507000); Coimbra, M. (35774330500)","56034745200; 55948708500; 59172434100; 8849507000; 35774330500","A proposal to incorporate digital auscultation and its processing into an existing electronic health record","2015","10.5220/0005222901430150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938878295&doi=10.5220%2f0005222901430150&partnerID=40&md5=e5d9204b851de18febff0472c3e6cc88"
"","","","Erratum: Archetype relational mapping - A practical openEHR persistence solution (BMC Medical Informatics and Decision Making (2015) 15 (88))","2016","10.1186/s12911-016-0259-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957709573&doi=10.1186%2fs12911-016-0259-6&partnerID=40&md5=bc805aa028037aca9a1bbc8cb0886896"
"Leskošek B.; Pajntar M.","Leskošek, Brane (55599291600); Pajntar, Marjan (55891951700)","55599291600; 55891951700","Lightweight application for generating clinical research information systems: MAGIC","2015","10.1007/s00508-015-0794-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952873209&doi=10.1007%2fs00508-015-0794-7&partnerID=40&md5=9c4e526fc0777e6889e82ae429d156bf"
"Maranhao P.A.; Bacelar-Silva G.M.; Goncalves-Ferreira D.N.; Vieira-Marques P.; Cruz-Correia R.J.","Maranhao, Priscila Alves (35750421100); Bacelar-Silva, Gustavo Marisio (49862702700); Goncalves-Ferreira, Duarte Nuno (56890503200); Vieira-Marques, Pedro (15623423100); Cruz-Correia, Ricardo Joao (8849507000)","35750421100; 49862702700; 56890503200; 15623423100; 8849507000","Relevant Lifelong Nutrition Information for the Prevention and Treatment of Childhood Obesity - Design and Creation of New openEHR Archetype Set","2017","10.1109/CBMS.2017.96","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040333314&doi=10.1109%2fCBMS.2017.96&partnerID=40&md5=7ea9e2d4f84409dc79837779e012fbd1"
"Freire S.M.; Teodoro D.; Wei-Kleiner F.; Sundvall E.; Karlsson D.; Lambrix P.","Freire, Sergio Miranda (56343946400); Teodoro, Douglas (35270547800); Wei-Kleiner, Fang (35265450000); Sundvall, Erik (6505976243); Karlsson, Daniel (36090985700); Lambrix, Patrick (6603284353)","56343946400; 35270547800; 35265450000; 6505976243; 36090985700; 6603284353","Comparing the performance of NoSQL approaches for managing archetype-based electronic health record data","2016","10.1371/journal.pone.0150069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962587317&doi=10.1371%2fjournal.pone.0150069&partnerID=40&md5=9c2afb29a5d05209277ecfac70e9b68b"
"Fan H.; He J.; Liu G.","Fan, Hao (57216407011); He, Jianping (57229984100); Liu, Gang (57192646748)","57216407011; 57229984100; 57192646748","Research on Multidimensional Modelling for Personal Health Record","2017","10.1007/978-3-319-69182-4_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032506925&doi=10.1007%2f978-3-319-69182-4_15&partnerID=40&md5=f777cc846443dcdfa3f2b056f116c51c"
"Muro N.; Sanchez E.; Graña M.; Carrasco E.; Manzano F.; Susperregi J.M.; Agirre A.; Gómez J.","Muro, Naiara (57115266200); Sanchez, Eider (51461962900); Graña, Manuel (7005388617); Carrasco, Eduardo (24723401100); Manzano, Fran (57190292014); Susperregi, Jose María (57190299225); Agirre, Agustin (56450238200); Gómez, Jesús (57190295994)","57115266200; 51461962900; 7005388617; 24723401100; 57190292014; 57190299225; 56450238200; 57190295994","Hygehos ontology for electronic health records","2016","10.1007/978-3-319-39687-3_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978954009&doi=10.1007%2f978-3-319-39687-3_30&partnerID=40&md5=8368ca1b1970a8a1bb44a579d8c71d5a"
"Robles-Bykbaev V.; López-Nores M.; Pazos-Arias J.; García-Duque J.; Ochoa-Zambrano J.","Robles-Bykbaev, Vladimir (55014465700); López-Nores, Martín (35614992300); Pazos-Arias, José (6506851530); García-Duque, Jorge (6506405580); Ochoa-Zambrano, Juan (57390371700)","55014465700; 35614992300; 6506851530; 6506405580; 57390371700","Modelling domain knowledge of speech and language therapy with an OWL ontology and OpenEHR archetypes","2015","10.5220/0005279405850591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938859481&doi=10.5220%2f0005279405850591&partnerID=40&md5=29428910ce237a6870b5628a702cd7ba"
"Lærum H.; Bakke S.L.; Pedersen R.; Valand J.T.","Lærum, Hallvard (6701666861); Bakke, Silje Ljosland (57189575503); Pedersen, Rune (36480172800); Valand, John Tore (57189576797)","6701666861; 57189575503; 36480172800; 57189576797","An update on OpenEHR archetypes in Norway. Response to article Christensen B & Ellingsen G: ""Evaluating Model-Driven Development for large-scale EHRs through the openEHR approach"" IJMI May 2016, Volume 89, pages 43-54.","2016","10.1016/j.ijmedinf.2016.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973154367&doi=10.1016%2fj.ijmedinf.2016.05.002&partnerID=40&md5=6a633b34003979d870d9b5fcf40b6441"
"Bestek M.; Curtis K.; Brodnik A.","Bestek, Mate (57188923010); Curtis, Kristina (56454906700); Brodnik, Andrej (6603461888)","57188923010; 56454906700; 6603461888","Design and deployment of eHealth interventions using behavior change techniques, BPMN2 and OpenEHR","2015","10.1109/WiMOB.2015.7347983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964265119&doi=10.1109%2fWiMOB.2015.7347983&partnerID=40&md5=aefea505120c438470b074f03b173482"
"Wei Y.; Shang Y.; Wang J.; He D.; Zhou S.; Zhang W.; Shi L.; Chen Y.; Jiang K.; Wu H.; Dong J.","Wei, Yufang (57194503018); Shang, Yujuan (57194504182); Wang, Jie (57200020262); He, Defu (57195408771); Zhou, Shengrong (57200256882); Zhang, Weixun (57200258142); Shi, Lili (57216819877); Chen, Yalan (57191286830); Jiang, Kui (35330119200); Wu, Huiqun (24069468000); Dong, Jiancheng (15058699300)","57194503018; 57194504182; 57200020262; 57195408771; 57200256882; 57200258142; 57216819877; 57191286830; 35330119200; 24069468000; 15058699300","iT2DM project: A framework for secondary use of EHR data for high-throughput phenotyping in diabetes","2017","10.3233/978-1-61499-830-3-263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040514823&doi=10.3233%2f978-1-61499-830-3-263&partnerID=40&md5=1b533022482baf464512ef8c7b289691"
"Pedersen R.","Pedersen, Rune (36480172800)","36480172800","Bridging the Gap Between the Social and the Technical: The Enrolment of Socio-Technical Information Architects to Cope with the Two-Level Model of EPR Systems","2017","10.3233/978-1-61499-794-8-76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045859989&doi=10.3233%2f978-1-61499-794-8-76&partnerID=40&md5=e79a89db056e824b0e58931f107a521f"
"Puttini R.S.; Toffanello A.A.; Chaim R.M.; Alves G.; Rotzsch J.M.P.; Carvalho E.O.; Ishikawa E.; Araujo A.P.; Oliveira E.C.","Puttini, Ricardo S. (6603013947); Toffanello, Andre Amaro (55804173700); Chaim, Ricardo Matos (55803663100); Alves, Gabriela (55772042200); Rotzsch, Jussara M. P. (55913740000); Carvalho, Erica Oliveira (57194007102); Ishikawa, Edison (57192990705); Araujo, Aleteia P. (15924909500); Oliveira, Edgard Costa (58335308300)","6603013947; 55804173700; 55803663100; 55772042200; 55913740000; 57194007102; 57192990705; 15924909500; 58335308300","Semantic Framework for Electronic Health Records","2017","10.1109/ICSC.2017.98","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018282284&doi=10.1109%2fICSC.2017.98&partnerID=40&md5=b35c3f3ff2943968848966314b9956fc"
"Bhalla S.; Sachdeva S.; Batra S.","Bhalla, Subhash (7005994808); Sachdeva, Shelly (35956861000); Batra, Shivani (55637568100)","7005994808; 35956861000; 55637568100","Semantic interoperability in electronic health record databases: Standards, architecture and e-health systems","2017","10.1007/978-3-319-72413-3_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038213689&doi=10.1007%2f978-3-319-72413-3_16&partnerID=40&md5=b7e711e146c3d80ee7de243d809fd102"
"Ed Hammond W.","Ed Hammond, W. (55931289700)","55931289700","Standards for Global Health Information Systems","2017","10.1016/B978-0-12-804591-6.00005-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027173489&doi=10.1016%2fB978-0-12-804591-6.00005-7&partnerID=40&md5=89b653c667171d7389d13cbbbc6354f9"
"Eguzkiza A.; Trigo J.D.; Martínez-Espronceda M.; Serrano L.; Andonegui J.","Eguzkiza, Aitor (25631910000); Trigo, Jesús Daniel (22986767600); Martínez-Espronceda, Miguel (23389668500); Serrano, Luis (57202525305); Andonegui, José (23990380100)","25631910000; 22986767600; 23389668500; 57202525305; 23990380100","Formalize clinical processes into electronic health information systems: Modelling a screening service for diabetic retinopathy","2015","10.1016/j.jbi.2015.05.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938578033&doi=10.1016%2fj.jbi.2015.05.017&partnerID=40&md5=ccaba6c4c90769cf9d134d409c551281"
"Toffanello A.; Gonçalves R.; Kitajima A.; Puttini R.; Aguiar A.","Toffanello, André (55804173700); Gonçalves, Ricardo (56890500600); Kitajima, Adriana (57200261151); Puttini, Ricardo (6603013947); Aguiar, Atualpa (57200255141)","55804173700; 56890500600; 57200261151; 6603013947; 57200255141","An architecture for semantically interoperable electronic health records","2017","10.3233/978-1-61499-830-3-235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040510337&doi=10.3233%2f978-1-61499-830-3-235&partnerID=40&md5=d1c2940ee997f3011a55625e021eb72e"
"Wichman M.H.; Da Costa C.A.; Roehrs A.; Bandeira D.; Righi R.D.R.","Wichman, Matheus Henrique (55953653400); Da Costa, Cristiano André (34976368800); Roehrs, Alex (55419909200); Bandeira, Denise (57207506290); Righi, Rodrigo Da Rosa (24825663800)","55953653400; 34976368800; 55419909200; 57207506290; 24825663800","Integration between electronic health records standards using ontologies and rules","2017","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041205342&partnerID=40&md5=e83a5a472429b11f8f4db4251671e98a"
"Kobayashi S.; Kume N.; Yoshihara H.","Kobayashi, Shinji (55678926700); Kume, Naoto (8680430400); Yoshihara, Hiroyuki (7103187551)","55678926700; 8680430400; 7103187551","Mapping HL7 CDA R2 formatted mass screening data to OpenEHR archetypes","2017","10.3233/978-1-61499-830-3-1328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040513726&doi=10.3233%2f978-1-61499-830-3-1328&partnerID=40&md5=9782ca753577aa371761d8e953080b8d"
"Kobayashi S.; Kume N.; Yoshihara H.","Kobayashi, Shinji (55678926700); Kume, Naoto (8680430400); Yoshihara, Hiroyuki (7103187551)","55678926700; 8680430400; 7103187551","Restructuring an EHR system and the Medical Markup Language (MML) standard to improve interoperability by archetype technology","2015","10.3233/978-1-61499-564-7-881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951921925&doi=10.3233%2f978-1-61499-564-7-881&partnerID=40&md5=f11b3b85c3057da6e355afc71b4733f0"
"Bosca D.; Moner D.; Maldonado J.A.; Robles M.","Bosca, Diego (16174111600); Moner, David (16175977600); Maldonado, Jose Alberto (7102839727); Robles, Montserrat (22433851100)","16174111600; 16175977600; 7102839727; 22433851100","Combining Archetypes with Fast Health Interoperability Resources in Future-proof Health Information Systems","2015","10.3233/978-1-61499-512-8-180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937420052&doi=10.3233%2f978-1-61499-512-8-180&partnerID=40&md5=2cffe81ac7e537f3c91299b37308b62a"
"Pereira C.; Pinto A.; Ferreira D.; Aguiar A.","Pereira, Carlos (56613638700); Pinto, António (56954189900); Ferreira, Duarte (56890503200); Aguiar, Ana (57216107576)","56613638700; 56954189900; 56890503200; 57216107576","Experimental Characterization of Mobile IoT Application Latency","2017","10.1109/JIOT.2017.2689682","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029480278&doi=10.1109%2fJIOT.2017.2689682&partnerID=40&md5=9bb51dcc7d9f47cdd2d8a8c0010f8893"
"Maarouf H.; Taboada M.; Rodriguez H.; Arias M.; Sesar Á.; Sobrido M.J.","Maarouf, Haitham (57199152319); Taboada, María (7006962156); Rodriguez, Hadriana (56337805100); Arias, Manuel (56883866500); Sesar, Ángel (6602896201); Sobrido, María Jesús (6603650975)","57199152319; 7006962156; 56337805100; 56883866500; 6602896201; 6603650975","An ontology-aware integration of clinical models, terminologies and guidelines: An exploratory study of the Scale for the Assessment and Rating of Ataxia (SARA)","2017","10.1186/s12911-017-0568-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037631334&doi=10.1186%2fs12911-017-0568-4&partnerID=40&md5=33e51c56eff325a59c3ef4bfd7653803"
"Qamar N.; Yang Y.; Nadas A.; Liu Z.; Sztipanovits J.","Qamar, Nafees (35422744600); Yang, Yilong (57201588421); Nadas, Andras (9042482800); Liu, Zhiming (35237843100); Sztipanovits, Janos (7004516839)","35422744600; 57201588421; 9042482800; 35237843100; 7004516839","A tool for analyzing clinical datasets as blackbox","2017","10.1007/978-3-319-63194-3_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028061160&doi=10.1007%2f978-3-319-63194-3_15&partnerID=40&md5=d7097877def9cd263ea45bcdff7f0669"
